,Unnamed: 0,paragraph,append,dialogue,speaker,addressee,subject,sentiment,chapter,syntactic,referringExpression,probability_sp,probability_ad
624,624,625,"Before her pencil he sat rigid and unflinching, as he had faced the cannon's mouth in days gone by. He resented the intrusion of the children, who gaped with wondering eyes at him, sitting so stiff up there in their mother's bright atelier. When they drew near he motioned them away with an expressive action of the foot, loath to disturb the fixed lines of his countenance, his arms, or his rigid shoulders.",NO QUOTE,,,,0,0,1.0,1.0,,
625,625,626,"Edna, anxious to entertain him, invited Mademoiselle Reisz to meet him, having promised him a treat in her piano playing; but Mademoiselle declined the invitation. So together they attended a _soir e musicale_ at the Ratignolles'. Monsieur and Madame Ratignolle made much of the Colonel, installing him as the guest of honor and engaging him at once to dine with them the following Sunday, or any day which he might select. Madame coquetted with him in the most captivating and naive manner, with eyes, gestures, and a profusion of compliments, till the Colonel's old head felt thirty years younger on his padded shoulders. Edna marveled, not comprehending. She herself was almost devoid of coquetry.",NO QUOTE,,,,0,0,1.0,1.0,,
626,626,627,"There were one or two men whom she observed at the _soir e musicale;_ but she would never have felt moved to any kittenish display to attract their notice to any feline or feminine wiles to express herself toward them. Their personality attracted her in an agreeable way. Her fancy selected them, and she was glad when a lull in the music gave them an opportunity to meet her and talk with her. Often on the street the glance of strange eyes had lingered in her memory, and sometimes had disturbed her.",NO QUOTE,,,,0,0,1.0,1.0,,
627,627,628,"Mr. Pontellier did not attend these _soir es musicales_. He considered them _bourgeois_, and found more diversion at the club. To Madame Ratignolle he said the music dispensed at her _soir es_ was too  /newquote  too far beyond his untrained comprehension. His excuse flattered her. But she disapproved of Mr. Pontellier's club, and she was frank enough to tell Edna so.","heavy,",Leonce Pontellier,,NO MONOLOGUE,0,0,Explicit,exclaimed Mr Pontellier,0.993471106186854,
628,628,629,NO APPEND,"It's a pity Mr. Pontellier doesn't stay home more in the evenings. I think you would be more well, if you don't mind my saying it more united, if he did.",Edna Pontellier,Leonce Pontellier,NO MONOLOGUE,0,0,Anaphoric,she was frank enough to tell Edna,0.7643095362983835,0.407621294266057
629,629,630," said Edna, with a blank look in her eyes. ",Oh! dear no! /newquote What should I do if he stayed home? We wouldn't have anything to say to each other.,Edna Pontellier,Mademoiselle Reisz,NO MONOLOGUE,0,0,Explicit,said Edna,0.9862576684748221,0.08392575281148489
630,630,631,"She had not much of anything to say to her father, for that matter; but he did not antagonize her. She discovered that he interested her, though she realized that he might not interest her long; and for the first time in her life she felt as if she were thoroughly acquainted with him. He kept her busy serving him and ministering to his wants. It amused her to do so. She would not permit a servant or one of the children to do anything for him which she might do herself. Her husband noticed, and thought it was the expression of a deep filial attachment which he had never suspected.",NO QUOTE,,,,0,0,1.0,1.0,,
631,631,632,"The Colonel drank numerous  /newquote  during the course of the day, which left him, however, imperturbed. He was an expert at concocting strong drinks. He had even invented some, to which he had given fantastic names, and for whose manufacture he required diverse ingredients that it devolved upon Edna to procure for him.",toddies,Leonce Pontellier,,NO MONOLOGUE,0,0,Explicit,exclaimed Mr Pontellier,0.9915748923243572,
632,632,633,"When Doctor Mandelet dined with the Pontelliers on Thursday he could discern in Mrs. Pontellier no trace of that morbid condition which her husband had reported to him. She was excited and in a manner radiant. She and her father had been to the race course, and their thoughts when they seated themselves at table were still occupied with the events of the afternoon, and their talk was still of the track. The Doctor had not kept pace with turf affairs. He had certain recollections of racing in what he called  /newquote  when the Lecompte stables flourished, and he drew upon this fund of memories so that he might not be left out and seem wholly devoid of the modern spirit. But he failed to impose upon the Colonel, and was even far from impressing him with this trumped-up knowledge of bygone days. Edna had staked her father on his last venture, with the most gratifying results to both of them. Besides, they had met some very charming people, according to the Colonel's impressions. Mrs. Mortimer Merriman and Mrs. James Highcamp, who were there with Alc e Arobin, had joined them and had enlivened the hours in a fashion that warmed him to think of.",the good old times,Leonce Pontellier,Edna Pontellier,NO MONOLOGUE,0,0,Anaphoric,he read,0.17950339848638563,0.3043872923361893
633,633,634,"Mr. Pontellier himself had no particular leaning toward horseracing, and was even rather inclined to discourage it as a pastime, especially when he considered the fate of that blue-grass farm in Kentucky. He endeavored, in a general way, to express a particular disapproval, and only succeeded in arousing the ire and opposition of his father-in-law. A pretty dispute followed, in which Edna warmly espoused her father's cause and the Doctor remained neutral.",NO QUOTE,,,,0,0,1.0,1.0,,
634,634,635,"He observed his hostess attentively from under his shaggy brows, and noted a subtle change which had transformed her from the listless woman he had known into a being who, for the moment, seemed palpitant with the forces of life. Her speech was warm and energetic. There was no repression in her glance or gesture. She reminded him of some beautiful, sleek animal waking up in the sun.",NO QUOTE,,,,0,0,1.0,1.0,,
635,635,636,"The dinner was excellent. The claret was warm and the champagne was cold, and under their beneficent influence the threatened unpleasantness melted and vanished with the fumes of the wine.",NO QUOTE,,,,0,0,1.0,1.0,,
636,636,637,"Mr. Pontellier warmed up and grew reminiscent. He told some amusing plantation experiences, recollections of old Iberville and his youth, when he hunted 'possum in company with some friendly darky; thrashed the pecan trees, shot the grosbec, and roamed the woods and fields in mischievous idleness.",NO QUOTE,,,,0,0,1.0,1.0,,
637,637,638,"The Colonel, with little sense of humor and of the fitness of things, related a somber episode of those dark and bitter days, in which he had acted a conspicuous part and always formed a central figure. Nor was the Doctor happier in his selection, when he told the old, ever new and curious story of the waning of a woman's love, seeking strange, new channels, only to return to its legitimate source after days of fierce unrest. It was one of the many little human documents which had been unfolded to him during his long career as a physician. The story did not seem especially to impress Edna. She had one of her own to tell, of a woman who paddled away with her lover one night in a pirogue and never came back. They were lost amid the Baratarian Islands, and no one ever heard of them or found trace of them from that day to this. It was a pure invention. She said that Madame Antoine had related it to her. That, also, was an invention. Perhaps it was a dream she had had. But every glowing word seemed real to those who listened. They could feel the hot breath of the Southern night; they could hear the long sweep of the pirogue through the glistening moonlit water, the beating of birds' wings, rising startled from among the reeds in the salt-water pools; they could see the faces of the lovers, pale, close together, rapt in oblivious forgetfulness, drifting into the unknown.",NO QUOTE,,,,0,0,1.0,1.0,,
638,638,639,"The champagne was cold, and its subtle fumes played fantastic tricks with Edna's memory that night.",NO QUOTE,,,,0,0,1.0,1.0,,
639,639,640,"Outside, away from the glow of the fire and the soft lamplight, the night was chill and murky. The Doctor doubled his old-fashioned cloak across his breast as he strode home through the darkness. He knew his fellow-creatures better than most men; knew that inner life which so seldom unfolds itself to unanointed eyes. He was sorry he had accepted Pontellier's invitation. He was growing old, and beginning to need rest and an imperturbed spirit. He did not want the secrets of other lives thrust upon him.",NO QUOTE,,,,0,0,1.0,1.0,,
640,640,641, he muttered to himself as he walked. ,"I hope it isn't Arobin, /newquote I hope to heaven it isn't Alc e Arobin.",Leonce Pontellier,Edna Pontellier,NO MONOLOGUE,0,0,Anaphoric,he muttered to himself,0.17917402059217485,0.30393907613052734
641,641,642,XXIV,NO QUOTE,,,,0,0,1.0,1.0,,
642,642,643,"Edna and her father had a warm, and almost violent dispute upon the subject of her refusal to attend her sister's wedding. Mr. Pontellier declined to interfere, to interpose either his influence or his authority. He was following Doctor Mandelet's advice, and letting her do as she liked. The Colonel reproached his daughter for her lack of filial kindness and respect, her want of sisterly affection and womanly consideration. His arguments were labored and unconvincing. He doubted if Janet would accept any excuse forgetting that Edna had offered none. He doubted if Janet would ever speak to her again, and he was sure Margaret would not.",NO QUOTE,,,,0,0,1.0,1.0,,
643,643,644,"Edna was glad to be rid of her father when he finally took himself off with his wedding garments and his bridal gifts, with his padded shoulders, his Bible reading, his  /newquote  and ponderous oaths.",toddies,Leonce Pontellier,,NO MONOLOGUE,0,0,Explicit,exclaimed Mr Pontellier,0.9924486043643135,
644,644,645,Mr. Pontellier followed him closely. He meant to stop at the wedding on his way to New York and endeavor by every means which money and love could devise to atone somewhat for Edna's incomprehensible action.,NO QUOTE,,,,0,0,1.0,1.0,,
645,645,646, asserted the Colonel. ,"You are too lenient, too lenient by far, L once, /newquote Authority, coercion are what is needed. Put your foot down good and hard; the only way to manage a wife. Take my word for it.",Doctor Mandelet,Edna Pontellier,NO MONOLOGUE,0,0,Explicit,asserted the Colonel,0.03993951115542022,0.3055094570039901
646,646,647,The Colonel was perhaps unaware that he had coerced his own wife into her grave. Mr. Pontellier had a vague suspicion of it which he thought it needless to mention at that late day.,NO QUOTE,,,,0,0,1.0,1.0,,
647,647,648,"Edna was not so consciously gratified at her husband's leaving home as she had been over the departure of her father. As the day approached when he was to leave her for a comparatively long stay, she grew melting and affectionate, remembering his many acts of consideration and his repeated expressions of an ardent attachment. She was solicitous about his health and his welfare. She bustled around, looking after his clothing, thinking about heavy underwear, quite as Madame Ratignolle would have done under similar circumstances. She cried when he went away, calling him her dear, good friend, and she was quite certain she would grow lonely before very long and go to join him in New York.",NO QUOTE,,,,0,0,1.0,1.0,,
648,648,649,"But after all, a radiant peace settled upon her when she at last found herself alone. Even the children were gone. Old Madame Pontellier had come herself and carried them off to Iberville with their quadroon. The old madame did not venture to say she was afraid they would be neglected during L once's absence; she hardly ventured to think so. She was hungry for them even a little fierce in her attachment. She did not want them to be wholly  /newquote  she always said when begging to have them for a space. She wished them to know the country, with its streams, its fields, its woods, its freedom, so delicious to the young. She wished them to taste something of the life their father had lived and known and loved when he, too, was a little child.","children of the pavement,",Edna Pontellier,Doctor Mandelet,NO MONOLOGUE,0,0,Anaphoric,she broke,0.7529957260525273,0.2748784682066066
649,649,650,"When Edna was at last alone, she breathed a big, genuine sigh of relief. A feeling that was unfamiliar but very delicious came over her. She walked all through the house, from one room to another, as if inspecting it for the first time. She tried the various chairs and lounges, as if she had never sat and reclined upon them before. And she perambulated around the outside of the house, investigating, looking to see if windows and shutters were secure and in order. The flowers were like new acquaintances; she approached them in a familiar spirit, and made herself at home among them. The garden walks were damp, and Edna called to the maid to bring out her rubber sandals. And there she stayed, and stooped, digging around the plants, trimming, picking dead, dry leaves. The children's little dog came out, interfering, getting in her way. She scolded him, laughed at him, played with him. The garden smelled so good and looked so pretty in the afternoon sunlight. Edna plucked all the bright flowers she could find, and went into the house with them, she and the little dog.",NO QUOTE,,,,0,0,1.0,1.0,,
650,650,651,"Even the kitchen assumed a sudden interesting character which she had never before perceived. She went in to give directions to the cook, to say that the butcher would have to bring much less meat, that they would require only half their usual quantity of bread, of milk and groceries. She told the cook that she herself would be greatly occupied during Mr. Pontellier's absence, and she begged her to take all thought and responsibility of the larder upon her own shoulders.",NO QUOTE,,,,0,0,1.0,1.0,,
651,651,652,"That night Edna dined alone. The candelabra, with a few candles in the center of the table, gave all the light she needed. Outside the circle of light in which she sat, the large dining-room looked solemn and shadowy. The cook, placed upon her mettle, served a delicious repast a luscious tenderloin broiled _  point_. The wine tasted good; the _marron glac _ seemed to be just what she wanted. It was so pleasant, too, to dine in a comfortable _peignoir_.",NO QUOTE,,,,0,0,1.0,1.0,,
652,652,653,"She thought a little sentimentally about L once and the children, and wondered what they were doing. As she gave a dainty scrap or two to the doggie, she talked intimately to him about Etienne and Raoul. He was beside himself with astonishment and delight over these companionable advances, and showed his appreciation by his little quick, snappy barks and a lively agitation.",NO QUOTE,,,,0,0,1.0,1.0,,
653,653,654,"Then Edna sat in the library after dinner and read Emerson until she grew sleepy. She realized that she had neglected her reading, and determined to start anew upon a course of improving studies, now that her time was completely her own to do with as she liked.",NO QUOTE,,,,0,0,1.0,1.0,,
654,654,655,"After a refreshing bath, Edna went to bed. And as she snuggled comfortably beneath the eiderdown a sense of restfulness invaded her, such as she had not known before.",NO QUOTE,,,,0,0,1.0,1.0,,
655,655,656,XXV,NO QUOTE,,,,0,0,1.0,1.0,,
656,656,657,"When the weather was dark and cloudy Edna could not work. She needed the sun to mellow and temper her mood to the sticking point. She had reached a stage when she seemed to be no longer feeling her way, working, when in the humor, with sureness and ease. And being devoid of ambition, and striving not toward accomplishment, she drew satisfaction from the work in itself.",NO QUOTE,,,,0,0,1.0,1.0,,
657,657,658,"On rainy or melancholy days Edna went out and sought the society of the friends she had made at Grand Isle. Or else she stayed indoors and nursed a mood with which she was becoming too familiar for her own comfort and peace of mind. It was not despair; but it seemed to her as if life were passing by, leaving its promise broken and unfulfilled. Yet there were other days when she listened, was led on and deceived by fresh promises which her youth held out to her.",NO QUOTE,,,,0,0,1.0,1.0,,
658,658,659,"She went again to the races, and again. Alc e Arobin and Mrs. Highcamp called for her one bright afternoon in Arobin's drag. Mrs. Highcamp was a worldly but unaffected, intelligent, slim, tall blonde woman in the forties, with an indifferent manner and blue eyes that stared. She had a daughter who served her as a pretext for cultivating the society of young men of fashion. Alc e Arobin was one of them. He was a familiar figure at the race course, the opera, the fashionable clubs. There was a perpetual smile in his eyes, which seldom failed to awaken a corresponding cheerfulness in any one who looked into them and listened to his good-humored voice. His manner was quiet, and at times a little insolent. He possessed a good figure, a pleasing face, not overburdened with depth of thought or feeling; and his dress was that of the conventional man of fashion.",NO QUOTE,,,,0,0,1.0,1.0,,
659,659,660,"He admired Edna extravagantly, after meeting her at the races with her father. He had met her before on other occasions, but she had seemed to him unapproachable until that day. It was at his instigation that Mrs. Highcamp called to ask her to go with them to the Jockey Club to witness the turf event of the season.",NO QUOTE,,,,0,0,1.0,1.0,,
660,660,661,"There were possibly a few track men out there who knew the race horse as well as Edna, but there was certainly none who knew it better. She sat between her two companions as one having authority to speak. She laughed at Arobin's pretensions, and deplored Mrs. Highcamp's ignorance. The race horse was a friend and intimate associate of her childhood. The atmosphere of the stables and the breath of the blue grass paddock revived in her memory and lingered in her nostrils. She did not perceive that she was talking like her father as the sleek geldings ambled in review before them. She played for very high stakes, and fortune favored her. The fever of the game flamed in her cheeks and eyes, and it got into her blood and into her brain like an intoxicant. People turned their heads to look at her, and more than one lent an attentive ear to her utterances, hoping thereby to secure the elusive but ever-desired  /newquote  Arobin caught the contagion of excitement which drew him to Edna like a magnet. Mrs. Highcamp remained, as usual, unmoved, with her indifferent stare and uplifted eyebrows.",tip.,Leonce Pontellier,,NO MONOLOGUE,0,0,Explicit,exclaimed Mr Pontellier,0.9609355720871438,
661,661,662,Edna stayed and dined with Mrs. Highcamp upon being urged to do so. Arobin also remained and sent away his drag.,NO QUOTE,,,,0,0,1.0,1.0,,
662,662,663,"The dinner was quiet and uninteresting, save for the cheerful efforts of Arobin to enliven things. Mrs. Highcamp deplored the absence of her daughter from the races, and tried to convey to her what she had missed by going to the  /newquote  instead of joining them. The girl held a geranium leaf up to her nose and said nothing, but looked knowing and noncommittal. Mr. Highcamp was a plain, bald-headed man, who only talked under compulsion. He was unresponsive. Mrs. Highcamp was full of delicate courtesy and consideration toward her husband. She addressed most of her conversation to him at table. They sat in the library after dinner and read the evening papers together under the droplight; while the younger people went into the drawing-room near by and talked. Miss Highcamp played some selections from Grieg upon the piano. She seemed to have apprehended all of the composer's coldness and none of his poetry. While Edna listened she could not help wondering if she had lost her taste for music.",Dante reading,Edna Pontellier,Alcee Arobin,NO MONOLOGUE,0,0,Implicit,,0.4208204738741507,0.10945220923483713
663,663,664,"When the time came for her to go home, Mr. Highcamp grunted a lame offer to escort her, looking down at his slippered feet with tactless concern. It was Arobin who took her home. The car ride was long, and it was late when they reached Esplanade Street. Arobin asked permission to enter for a second to light his cigarette his match safe was empty. He filled his match safe, but did not light his cigarette until he left her, after she had expressed her willingness to go to the races with him again.",NO QUOTE,,,,0,0,1.0,1.0,,
664,664,665,"Edna was neither tired nor sleepy. She was hungry again, for the Highcamp dinner, though of excellent quality, had lacked abundance. She rummaged in the larder and brought forth a slice of Gruyere and some crackers. She opened a bottle of beer which she found in the icebox. Edna felt extremely restless and excited. She vacantly hummed a fantastic tune as she poked at the wood embers on the hearth and munched a cracker.",NO QUOTE,,,,0,0,1.0,1.0,,
665,665,666,"She wanted something to happen something, anything; she did not know what. She regretted that she had not made Arobin stay a half hour to talk over the horses with her. She counted the money she had won. But there was nothing else to do, so she went to bed, and tossed there for hours in a sort of monotonous agitation.",NO QUOTE,,,,0,0,1.0,1.0,,
666,666,667,"In the middle of the night she remembered that she had forgotten to write her regular letter to her husband; and she decided to do so next day and tell him about her afternoon at the Jockey Club. She lay wide awake composing a letter which was nothing like the one which she wrote next day. When the maid awoke her in the morning Edna was dreaming of Mr. Highcamp playing the piano at the entrance of a music store on Canal Street, while his wife was saying to Alc e Arobin, as they boarded an Esplanade Street car:",NO QUOTE,,,,0,0,1.0,1.0,,
667,667,668,NO APPEND,What a pity that so much talent has been neglected! but I must go.,Edna Pontellier,Alcee Arobin,NO MONOLOGUE,0,0,Anaphoric,she remarked,0.754913741283433,0.14636869490645424
668,668,669,"When, a few days later, Alc e Arobin again called for Edna in his drag, Mrs. Highcamp was not with him. He said they would pick her up. But as that lady had not been apprised of his intention of picking her up, she was not at home. The daughter was just leaving the house to attend the meeting of a branch Folk Lore Society, and regretted that she could not accompany them. Arobin appeared nonplused, and asked Edna if there were any one else she cared to ask.",NO QUOTE,,,,0,0,1.0,1.0,,
669,669,670,"She did not deem it worth while to go in search of any of the fashionable acquaintances from whom she had withdrawn herself. She thought of Madame Ratignolle, but knew that her fair friend did not leave the house, except to take a languid walk around the block with her husband after nightfall. Mademoiselle Reisz would have laughed at such a request from Edna. Madame Lebrun might have enjoyed the outing, but for some reason Edna did not want her. So they went alone, she and Arobin.",NO QUOTE,,,,0,0,1.0,1.0,,
670,670,671,The afternoon was intensely interesting to her. The excitement came back upon her like a remittent fever. Her talk grew familiar and confidential. It was no labor to become intimate with Arobin. His manner invited easy confidence. The preliminary stage of becoming acquainted was one which he always endeavored to ignore when a pretty and engaging woman was concerned.,NO QUOTE,,,,0,0,1.0,1.0,,
671,671,672,"He stayed and dined with Edna. He stayed and sat beside the wood fire. They laughed and talked; and before it was time to go he was telling her how different life might have been if he had known her years before. With ingenuous frankness he spoke of what a wicked, ill-disciplined boy he had been, and impulsively drew up his cuff to exhibit upon his wrist the scar from a saber cut which he had received in a duel outside of Paris when he was nineteen. She touched his hand as she scanned the red cicatrice on the inside of his white wrist. A quick impulse that was somewhat spasmodic impelled her fingers to close in a sort of clutch upon his hand. He felt the pressure of her pointed nails in the flesh of his palm.",NO QUOTE,,,,0,0,1.0,1.0,,
672,672,673,She arose hastily and walked toward the mantel.,NO QUOTE,,,,0,0,1.0,1.0,,
673,673,674, she said. ,"The sight of a wound or scar always agitates and sickens me, /newquote I shouldn't have looked at it.",Edna Pontellier,Alcee Arobin,NO MONOLOGUE,0,0,Anaphoric,she said,0.7608339976321082,0.5133315186519744
674,674,675," he entreated, following her; ","I beg your pardon, /newquote it never occurred to me that it might be repulsive.",Alcee Arobin,Edna Pontellier,NO MONOLOGUE,0,0,Anaphoric,he entreated,0.3631615285460919,0.6478602537478135
675,675,676,"He stood close to her, and the effrontery in his eyes repelled the old, vanishing self in her, yet drew all her awakening sensuousness. He saw enough in her face to impel him to take her hand and hold it while he said his lingering good night.",NO QUOTE,,,,0,0,1.0,1.0,,
676,676,677, he asked.,Will you go to the races again?,Alcee Arobin,Edna Pontellier,NO MONOLOGUE,0,0,Anaphoric,he asked,0.4166118686245401,0.5358681292440093
677,677,678, she said. ,"No, /newquote I've had enough of the races. I don't want to lose all the money I've won, and I've got to work when the weather is bright, instead of ",Edna Pontellier,Alcee Arobin,NO MONOLOGUE,0,0,Anaphoric,she said,0.7650254992214552,0.5053255300019631
678,678,679,NO APPEND,Yes; work; to be sure. You promised to show me your work. What morning may I come up to your atelier? To-morrow?,Edna Pontellier,Robert Lebrun,NO MONOLOGUE,0,0,Implicit,,0.4328024979241846,0.19409834891312605
679,679,680,NO APPEND,No!,Edna Pontellier,Alcee Arobin,NO MONOLOGUE,0,0,Explicit,Edna hastened to say,0.9856006939073887,0.1705483208647269
680,680,681,NO APPEND,Day after?,Edna Pontellier,Robert Lebrun,NO MONOLOGUE,0,0,Implicit,,0.42046748817162927,0.07106026916276291
681,681,682,NO APPEND,"No, no.",Edna Pontellier,Robert Lebrun,NO MONOLOGUE,0,0,Implicit,,0.3921849923770756,0.07106026916276291
682,682,683,NO APPEND,"Oh, please don't refuse me! I know something of such things. I might help you with a stray suggestion or two.",Edna Pontellier,Robert Lebrun,NO MONOLOGUE,0,0,Implicit,,0.4039844501304199,0.07106026916276291
683,683,684," she went on in a high, excited pitch, attempting to draw away her hand. She felt that her words lacked dignity and sincerity, and she knew that he felt it.","No. Good night. Why don't you go after you have said good night? I don't like you,",Edna Pontellier,Robert Lebrun,NO MONOLOGUE,0,0,Anaphoric,she went on,0.7368938113786004,0.07106026916276291
684,684,685, And he bent and pressed his lips upon her hand as if he wished never more to withdraw them.,I'm sorry you don't like me. I'm sorry I offended you. How have I offended you? What have I done? Can't you forgive me?,Edna Pontellier,Robert Lebrun,NO MONOLOGUE,0,0,Implicit,,0.40514750029529223,0.07106026916276291
685,685,686," she complained,  /newquote  She spoke in a monotonous, dull tone. He took his hat from the table, and stood with eyes turned from her, looking into the dying fire. For a moment or two he kept an impressive silence.","Mr. Arobin, /newquote I'm greatly upset by the excitement of the afternoon; I'm not myself. My manner must have misled you in some way. I wish you to go, please.",Edna Pontellier,Robert Lebrun,NO MONOLOGUE,0,0,Anaphoric,she complained,0.7442217206325918,0.07106026916276291
686,686,687, he said finally. ,"Your manner has not misled me, Mrs. Pontellier, /newquote My own emotions have done that. I couldn't help it. When I'm near you, how could I help it? Don't think anything of it, don't bother, please. You see, I go when you command me. If you wish me to stay away, I shall do so. If you let me come back, I oh! you will let me come back?",Alcee Arobin,Edna Pontellier,NO MONOLOGUE,0,0,Anaphoric,he said,0.11559888902146043,0.8688537307897838
687,687,688,"He cast one appealing glance at her, to which she made no response. Alc e Arobin's manner was so genuine that it often deceived even himself.",NO QUOTE,,,,0,0,1.0,1.0,,
688,688,689,"Edna did not care or think whether it were genuine or not. When she was alone she looked mechanically at the back of her hand which he had kissed so warmly. Then she leaned her head down on the mantelpiece. She felt somewhat like a woman who in a moment of passion is betrayed into an act of infidelity, and realizes the significance of the act without being wholly awakened from its glamour. The thought was passing vaguely through her mind, ",What would he think?,Edna Pontellier,,NO MONOLOGUE,0,0,Anaphoric,The thought was passing vaguely through her mind,0.7494520774812526,
689,689,690,She did not mean her husband; she was thinking of Robert Lebrun. Her husband seemed to her now like a person whom she had married without love as an excuse.,NO QUOTE,,,,0,0,1.0,1.0,,
690,690,691,"She lit a candle and went up to her room. Alc e Arobin was absolutely nothing to her. Yet his presence, his manners, the warmth of his glances, and above all the touch of his lips upon her hand had acted like a narcotic upon her.",NO QUOTE,,,,0,0,1.0,1.0,,
691,691,692,"She slept a languorous sleep, interwoven with vanishing dreams.",NO QUOTE,,,,0,0,1.0,1.0,,
692,692,693,XXVI,NO QUOTE,,,,0,0,1.0,1.0,,
693,693,694,"Alc e Arobin wrote Edna an elaborate note of apology, palpitant with sincerity. It embarrassed her; for in a cooler, quieter moment it appeared to her absurd that she should have taken his action so seriously, so dramatically. She felt sure that the significance of the whole occurrence had lain in her own self-consciousness. If she ignored his note it would give undue importance to a trivial affair. If she replied to it in a serious spirit it would still leave in his mind the impression that she had in a susceptible moment yielded to his influence. After all, it was no great matter to have one's hand kissed. She was provoked at his having written the apology. She answered in as light and bantering a spirit as she fancied it deserved, and said she would be glad to have him look in upon her at work whenever he felt the inclination and his business gave him the opportunity.",NO QUOTE,,,,0,0,1.0,1.0,,
694,694,695,"He responded at once by presenting himself at her home with all his disarming na vet . And then there was scarcely a day which followed that she did not see him or was not reminded of him. He was prolific in pretexts. His attitude became one of good-humored subservience and tacit adoration. He was ready at all times to submit to her moods, which were as often kind as they were cold. She grew accustomed to him. They became intimate and friendly by imperceptible degrees, and then by leaps. He sometimes talked in a way that astonished her at first and brought the crimson into her face; in a way that pleased her at last, appealing to the animalism that stirred impatiently within her.",NO QUOTE,,,,0,0,1.0,1.0,,
695,695,696,"There was nothing which so quieted the turmoil of Edna's senses as a visit to Mademoiselle Reisz. It was then, in the presence of that personality which was offensive to her, that the woman, by her divine art, seemed to reach Edna's spirit and set it free.",NO QUOTE,,,,0,0,1.0,1.0,,
696,696,697,"It was misty, with heavy, lowering atmosphere, one afternoon, when Edna climbed the stairs to the pianist's apartments under the roof. Her clothes were dripping with moisture. She felt chilled and pinched as she entered the room. Mademoiselle was poking at a rusty stove that smoked a little and warmed the room indifferently. She was endeavoring to heat a pot of chocolate on the stove. The room looked cheerless and dingy to Edna as she entered. A bust of Beethoven, covered with a hood of dust, scowled at her from the mantelpiece.",NO QUOTE,,,,0,0,1.0,1.0,,
697,697,698," exclaimed Mademoiselle, rising from her knees before the stove. ",Ah! here comes the sunlight! /newquote Now it will be warm and bright enough; I can let the fire alone.,Mademoiselle Reisz,Edna Pontellier,NO MONOLOGUE,0,0,Explicit,exclaimed Mademoiselle,0.07930435179541656,0.30416313776091247
698,698,699,"She closed the stove door with a bang, and approaching, assisted in removing Edna's dripping mackintosh.",NO QUOTE,,,,0,0,1.0,1.0,,
699,699,700, A piece of red flannel was wrapped around Mademoiselle's throat; a stiff neck compelled her to hold her head on one side.,You are cold; you look miserable. The chocolate will soon be hot. But would you rather have a taste of brandy? I have scarcely touched the bottle which you brought me for my cold.,Edna Pontellier,Alcee Arobin,NO MONOLOGUE,0,0,Implicit,,0.43843063901980156,0.15808337445911055
700,700,701," said Edna, shivering as she removed her gloves and overshoes. She drank the liquor from the glass as a man would have done. Then flinging herself upon the uncomfortable sofa she said, ","I will take some brandy, /newquote Mademoiselle, I am going to move away from my house on Esplanade Street.",Edna Pontellier,Alcee Arobin,NO MONOLOGUE,0,0,Explicit,said Edna,0.986232149043053,0.5057667386538283
701,701,702," ejaculated the musician, neither surprised nor especially interested. Nothing ever seemed to astonish her very much. She was endeavoring to adjust the bunch of violets which had become loose from its fastening in her hair. Edna drew her down upon the sofa, and taking a pin from her own hair, secured the shabby artificial flowers in their accustomed place.",Ah!,Alcee Arobin,Edna Pontellier,NO MONOLOGUE,0,0,Implicit,,0.43421656014309085,0.8294842163306503
702,702,703,NO APPEND,Aren't you astonished?,Edna Pontellier,Alcee Arobin,NO MONOLOGUE,0,0,Implicit,,0.42101531195471875,0.475075667650631
703,703,704,NO APPEND,Passably. Where are you going? to New York? to Iberville? to your father in Mississippi? where?,Edna Pontellier,Mademoiselle Reisz,NO MONOLOGUE,0,0,Implicit,,0.4302091719792365,0.10485498506863068
704,704,705," laughed Edna, ","Just two steps away, /newquote in a little four-room house around the corner. It looks so cozy, so inviting and restful, whenever I pass by; and it's for rent. I'm tired looking after that big house. It never seemed like mine, anyway like home. It's too much trouble. I have to keep too many servants. I am tired bothering with them.",Edna Pontellier,Mademoiselle Reisz,NO MONOLOGUE,0,0,Explicit,laughed Edna,0.987724062499436,0.1076554442278876
705,705,706, Edna did not protest or endeavor to justify herself.,"That is not your true reason, _ma belle_. There is no use in telling me lies. I don't know your reason, but you have not told me the truth.",Edna Pontellier,Robert Lebrun,NO MONOLOGUE,0,0,Implicit,,0.43571472588187316,0.07106026916276291
706,706,707,NO APPEND,"The house, the money that provides for it, are not mine. Isn't that enough reason?",Edna Pontellier,Mademoiselle Reisz,NO MONOLOGUE,0,0,Implicit,,0.4292503510102658,0.30483604390097346
707,707,708," returned Mademoiselle, with a shrug and a malicious elevation of the eyebrows.","They are your husband's,",Mademoiselle Reisz,Edna Pontellier,NO MONOLOGUE,0,0,Explicit,returned Mademoiselle,0.015282041812587395,0.8291094720659758
