,Unnamed: 0.1,Unnamed: 0,paragraph,append,dialogue,speaker,addressee,subject,sentiment,chapter,syntactic,referringExpression,probability_sp,probability_ad
747,747,747,748,NO APPEND,"Optical density! The whole subject is a network of riddles a network with solutions glimmering elusively through. And being but two-and-twenty and full of enthusiasm, I said,  I will devote my life to this. This is worth while.  You know what fools we are at two-and-twenty?",The Invisible Man,Mrs. Hall,NO MONOLOGUE,0,19,Implicit,,0.6147754990881863,0.0190453252780742
748,748,748,749, said Kemp.,"Fools then or fools now,",The Invisible Man,Mrs. Hall,NO MONOLOGUE,0,19,Explicit,said Kemp,0.0071329658108551,0.0190453252780742
749,749,749,750,NO APPEND,As though knowing could be any satisfaction to a man!,The Invisible Man,Mrs. Hall,NO MONOLOGUE,0,19,Implicit,,0.4476512438591838,0.0190453252780742
750,750,750,751,NO APPEND,"But I went to work like a slave. And I had hardly worked and thought about the matter six months before light came through one of the meshes suddenly blindingly! I found a general principle of pigments and refraction a formula, a geometrical expression involving four dimensions. Fools, common men, even common mathematicians, do not know anything of what some general expression may mean to the student of molecular physics. In the books the books that tramp has hidden there are marvels, miracles! But this was not a method, it was an idea, that might lead to a method by which it would be possible, without changing any other property of matter except, in some instances colours to lower the refractive index of a substance, solid or liquid, to that of air so far as all practical purposes are concerned.",The Invisible Man,Mrs. Hall,NO MONOLOGUE,0,19,Implicit,,0.8925917681295633,0.0190453252780742
751,751,751,752, said Kemp. ,"Phew! /newquote That s odd! But still I don t see quite ... I can understand that thereby you could spoil a valuable stone, but personal invisibility is a far cry.",The Invisible Man,Mrs. Hall,NO MONOLOGUE,0,19,Explicit,said Kemp,0.0140976651348839,0.0190453252780742
752,752,752,753, said Griffin. ,"Precisely, /newquote But consider, visibility depends on the action of the visible bodies on light. Either a body absorbs light, or it reflects or refracts it, or does all these things. If it neither reflects nor refracts nor absorbs light, it cannot of itself be visible. You see an opaque red box, for instance, because the colour absorbs some of the light and reflects the rest, all the red part of the light, to you. If it did not absorb any particular part of the light, but reflected it all, then it would be a shining white box. Silver! A diamond box would neither absorb much of the light nor reflect much from the general surface, but just here and there where the surfaces were favourable the light would be reflected and refracted, so that you would get a brilliant appearance of flashing reflections and translucencies a sort of skeleton of light. A glass box would not be so brilliant, nor so clearly visible, as a diamond box, because there would be less refraction and reflection. See that? From certain points of view you would see quite clearly through it. Some kinds of glass would be more visible than others, a box of flint glass would be brighter than a box of ordinary window glass. A box of very thin common glass would be hard to see in a bad light, because it would absorb hardly any light and refract and reflect very little. And if you put a sheet of common white glass in water, still more if you put it in some denser liquid than water, it would vanish almost altogether, because light passing from water to glass is only slightly refracted or reflected or indeed affected in any way. It is almost as invisible as a jet of coal gas or hydrogen is in air. And for precisely the same reason!",The Invisible Man,Mrs. Hall,NO MONOLOGUE,0,19,Explicit,said Griffin,0.9999289213312824,0.0190453252780742
753,753,753,754," said Kemp, ","Yes, /newquote that is pretty plain sailing.",The Invisible Man,Mrs. Hall,NO MONOLOGUE,0,19,Explicit,said Kemp,0.0078131805662726,0.0190453252780742
754,754,754,755,NO APPEND,"And here is another fact you will know to be true. If a sheet of glass is smashed, Kemp, and beaten into a powder, it becomes much more visible while it is in the air; it becomes at last an opaque white powder. This is because the powdering multiplies the surfaces of the glass at which refraction and reflection occur. In the sheet of glass there are only two surfaces; in the powder the light is reflected or refracted by each grain it passes through, and very little gets right through the powder. But if the white powdered glass is put into water, it forthwith vanishes. The powdered glass and water have much the same refractive index; that is, the light undergoes very little refraction or reflection in passing from one to the other.",The Invisible Man,Mrs. Hall,NO MONOLOGUE,0,19,Implicit,,0.8755846227510664,0.0190453252780742
755,755,755,756,NO APPEND,"You make the glass invisible by putting it into a liquid of nearly the same refractive index; a transparent thing becomes invisible if it is put in any medium of almost the same refractive index. And if you will consider only a second, you will see also that the powder of glass might be made to vanish in air, if its refractive index could be made the same as that of air; for then there would be no refraction or reflection as the light passed from glass to air.",The Invisible Man,Mrs. Hall,NO MONOLOGUE,0,19,Implicit,,0.7494182417450101,0.0190453252780742
756,756,756,757, said Kemp. ,"Yes, yes, /newquote But a man s not powdered glass!",The Invisible Man,Mrs. Hall,NO MONOLOGUE,0,19,Explicit,said Kemp,0.007961158153428,0.0190453252780742
757,757,757,758, said Griffin. ,"No, /newquote He s more transparent!",The Invisible Man,Mrs. Hall,NO MONOLOGUE,0,19,Explicit,said Griffin,0.9870901399931796,0.0190453252780742
758,758,758,759,NO APPEND,Nonsense!,The Invisible Man,Mrs. Hall,NO MONOLOGUE,0,19,Implicit,,0.4209383918061614,0.0190453252780742
759,759,759,760,NO APPEND,"That from a doctor! How one forgets! Have you already forgotten your physics, in ten years? Just think of all the things that are transparent and seem not to be so. Paper, for instance, is made up of transparent fibres, and it is white and opaque only for the same reason that a powder of glass is white and opaque. Oil white paper, fill up the interstices between the particles with oil so that there is no longer refraction or reflection except at the surfaces, and it becomes as transparent as glass. And not only paper, but cotton fibre, linen fibre, wool fibre, woody fibre, and _bone_, Kemp, _flesh_, Kemp, _hair_, Kemp, _nails_ and _nerves_, Kemp, in fact the whole fabric of a man except the red of his blood and the black pigment of hair, are all made up of transparent, colourless tissue. So little suffices to make us visible one to the other. For the most part the fibres of a living creature are no more opaque than water.",The Invisible Man,Mrs. Hall,NO MONOLOGUE,0,19,Implicit,,0.927105723417368,0.0190453252780742
760,760,760,761, cried Kemp. ,"Great Heavens! /newquote Of course, of course! I was thinking only last night of the sea larvae and all jelly-fish!",The Invisible Man,Mrs. Hall,NO MONOLOGUE,0,19,Explicit,cried Kemp,0.0093266400797228,0.0190453252780742
761,761,761,762,NO APPEND,"_Now_ you have me! And all that I knew and had in mind a year after I left London six years ago. But I kept it to myself. I had to do my work under frightful disadvantages. Oliver, my professor, was a scientific bounder, a journalist by instinct, a thief of ideas he was always prying! And you know the knavish system of the scientific world. I simply would not publish, and let him share my credit. I went on working; I got nearer and nearer making my formula into an experiment, a reality. I told no living soul, because I meant to flash my work upon the world with crushing effect and become famous at a blow. I took up the question of pigments to fill up certain gaps. And suddenly, not by design but by accident, I made a discovery in physiology.",The Invisible Man,Mrs. Hall,NO MONOLOGUE,0,19,Implicit,,0.874537743628085,0.0190453252780742
762,762,762,763,NO APPEND,Yes?,The Invisible Man,Mrs. Hall,NO MONOLOGUE,0,19,Implicit,,0.4171762948469505,0.0190453252780742
763,763,763,764,NO APPEND,You know the red colouring matter of blood; it can be made white colourless and remain with all the functions it has now!,The Invisible Man,Mrs. Hall,NO MONOLOGUE,0,19,Implicit,,0.5054468745185,0.0190453252780742
765,765,765,766,The Invisible Man rose and began pacing the little study. ,"You may well exclaim. I remember that night. It was late at night in the daytime one was bothered with the gaping, silly students and I worked then sometimes till dawn. It came suddenly, splendid and complete in my mind. I was alone; the laboratory was still, with the tall lights burning brightly and silently. In all my great moments I have been alone.  One could make an animal a tissue transparent! One could make it invisible! All except the pigments I could be invisible!  I said, suddenly realising what it meant to be an albino with such knowledge. It was overwhelming. I left the filtering I was doing, and went and stared out of the great window at the stars.  I could be invisible!  I repeated.",The Invisible Man,Mrs. Hall,NO MONOLOGUE,0,19,Implicit,,0.8587522886846763,0.0190453252780742
766,766,766,767,NO APPEND,"To do such a thing would be to transcend magic. And I beheld, unclouded by doubt, a magnificent vision of all that invisibility might mean to a man the mystery, the power, the freedom. Drawbacks I saw none. You have only to think! And I, a shabby, poverty-struck, hemmed-in demonstrator, teaching fools in a provincial college, might suddenly become this. I ask you, Kemp if _you_ ... Anyone, I tell you, would have flung himself upon that research. And I worked three years, and every mountain of difficulty I toiled over showed another from its summit. The infinite details! And the exasperation! A professor, a provincial professor, always prying.  When are you going to publish this work of yours?  was his everlasting question. And the students, the cramped means! Three years I had of it ",The Invisible Man,Mrs. Hall,NO MONOLOGUE,0,19,Implicit,,0.8884088392789671,0.0190453252780742
767,767,767,768,NO APPEND,"And after three years of secrecy and exasperation, I found that to complete it was impossible impossible.",The Invisible Man,Mrs. Hall,NO MONOLOGUE,0,19,Implicit,,0.507381224350814,0.0190453252780742
768,768,768,769, asked Kemp.,How?,The Invisible Man,Mrs. Hall,NO MONOLOGUE,0,19,Explicit,asked Kemp,0.0071969347232973,0.0190453252780742
769,769,769,770," said the Invisible Man, and went again to stare out of the window.","Money,",The Invisible Man,Mrs. Hall,NO MONOLOGUE,0,19,Explicit,said the Invisible Man,0.9857392282048012,0.0190453252780742
770,770,770,771,He turned around abruptly. ,I robbed the old man robbed my father.,The Invisible Man,Mrs. Hall,NO MONOLOGUE,0,19,Implicit,,0.4409118178557329,0.0190453252780742
771,771,771,772,NO APPEND,"The money was not his, and he shot himself.",The Invisible Man,Mrs. Hall,NO MONOLOGUE,0,19,Implicit,,0.4386805386443197,0.0190453252780742
774,774,774,775," he said, ","You are tired, /newquote and while I sit, you walk about. Have my chair.",The Invisible Man,Mrs. Hall,NO MONOLOGUE,0,20,Anaphoric,he said,0.3454626728370719,0.0190453252780742
777,777,777,778," he said, ","I had left the Chesilstowe cottage already, /newquote when that happened. It was last December. I had taken a room in London, a large unfurnished room in a big ill-managed lodging-house in a slum near Great Portland Street. The room was soon full of the appliances I had bought with his money; the work was going on steadily, successfully, drawing near an end. I was like a man emerging from a thicket, and suddenly coming on some unmeaning tragedy. I went to bury him. My mind was still on this research, and I did not lift a finger to save his character. I remember the funeral, the cheap hearse, the scant ceremony, the windy frost-bitten hillside, and the old college friend of his who read the service over him a shabby, black, bent old man with a snivelling cold.",The Invisible Man,Mrs. Hall,NO MONOLOGUE,0,20,Anaphoric,he said,0.8242083911031133,0.0190453252780742
778,778,778,779,NO APPEND,"I remember walking back to the empty house, through the place that had once been a village and was now patched and tinkered by the jerry builders into the ugly likeness of a town. Every way the roads ran out at last into the desecrated fields and ended in rubble heaps and rank wet weeds. I remember myself as a gaunt black figure, going along the slippery, shiny pavement, and the strange sense of detachment I felt from the squalid respectability, the sordid commercialism of the place.",The Invisible Man,Mrs. Hall,NO MONOLOGUE,0,20,Implicit,,0.7611137422062448,0.0190453252780742
779,779,779,780,NO APPEND,"I did not feel a bit sorry for my father. He seemed to me to be the victim of his own foolish sentimentality. The current cant required my attendance at his funeral, but it was really not my affair.",The Invisible Man,Mrs. Hall,NO MONOLOGUE,0,20,Implicit,,0.5639105475398632,0.0190453252780742
780,780,780,781,NO APPEND,"But going along the High Street, my old life came back to me for a space, for I met the girl I had known ten years since. Our eyes met.",The Invisible Man,Mrs. Hall,NO MONOLOGUE,0,20,Implicit,,0.5155786342524911,0.0190453252780742
781,781,781,782,NO APPEND,Something moved me to turn back and talk to her. She was a very ordinary person.,The Invisible Man,Mrs. Hall,NO MONOLOGUE,0,20,Implicit,,0.4724338275894131,0.0190453252780742
782,782,782,783,NO APPEND,"It was all like a dream, that visit to the old places. I did not feel then that I was lonely, that I had come out from the world into a desolate place. I appreciated my loss of sympathy, but I put it down to the general inanity of things. Re-entering my room seemed like the recovery of reality. There were the things I knew and loved. There stood the apparatus, the experiments arranged and waiting. And now there was scarcely a difficulty left, beyond the planning of details.",The Invisible Man,Mrs. Hall,NO MONOLOGUE,0,20,Implicit,,0.7539364803346031,0.0190453252780742
783,783,783,784,NO APPEND,"I will tell you, Kemp, sooner or later, all the complicated processes. We need not go into that now. For the most part, saving certain gaps I chose to remember, they are written in cypher in those books that tramp has hidden. We must hunt him down. We must get those books again. But the essential phase was to place the transparent object whose refractive index was to be lowered between two radiating centres of a sort of ethereal vibration, of which I will tell you more fully later. No, not those R ntgen vibrations I don t know that these others of mine have been described. Yet they are obvious enough. I needed two little dynamos, and these I worked with a cheap gas engine. My first experiment was with a bit of white wool fabric. It was the strangest thing in the world to see it in the flicker of the flashes soft and white, and then to watch it fade like a wreath of smoke and vanish.",The Invisible Man,Mrs. Hall,NO MONOLOGUE,0,20,Implicit,,0.916439103449702,0.0190453252780742
784,784,784,785,NO APPEND,"I could scarcely believe I had done it. I put my hand into the emptiness, and there was the thing as solid as ever. I felt it awkwardly, and threw it on the floor. I had a little trouble finding it again.",The Invisible Man,Mrs. Hall,NO MONOLOGUE,0,20,Implicit,,0.5624429242653326,0.0190453252780742
785,785,785,786,NO APPEND,"And then came a curious experience. I heard a miaow behind me, and turning, saw a lean white cat, very dirty, on the cistern cover outside the window. A thought came into my head.  Everything ready for you,  I said, and went to the window, opened it, and called softly. She came in, purring the poor beast was starving and I gave her some milk. All my food was in a cupboard in the corner of the room. After that she went smelling round the room, evidently with the idea of making herself at home. The invisible rag upset her a bit; you should have seen her spit at it! But I made her comfortable on the pillow of my truckle-bed. And I gave her butter to get her to wash.",The Invisible Man,Mrs. Hall,NO MONOLOGUE,0,20,Implicit,,0.8451632576939493,0.0190453252780742
786,786,786,787,NO APPEND,And you processed her?,The Invisible Man,Mrs. Hall,NO MONOLOGUE,0,20,Implicit,,0.4902284517812354,0.0190453252780742
787,787,787,788,NO APPEND,"I processed her. But giving drugs to a cat is no joke, Kemp! And the process failed.",The Invisible Man,Mrs. Hall,NO MONOLOGUE,0,20,Implicit,,0.5380591566205453,0.0190453252780742
788,788,788,789,NO APPEND,Failed!,The Invisible Man,Mrs. Hall,NO MONOLOGUE,0,20,Implicit,,0.4786501059573382,0.0190453252780742
789,789,789,790,NO APPEND,"In two particulars. These were the claws and the pigment stuff, what is it? at the back of the eye in a cat. You know?",The Invisible Man,Mrs. Hall,NO MONOLOGUE,0,20,Implicit,,0.56404995685007,0.0190453252780742
790,790,790,791,NO APPEND,_Tapetum_.,The Invisible Man,Mrs. Hall,NO MONOLOGUE,0,20,Implicit,,0.4809643393768307,0.0190453252780742
791,791,791,792,NO APPEND,"Yes, the _tapetum_. It didn t go. After I d given the stuff to bleach the blood and done certain other things to her, I gave the beast opium, and put her and the pillow she was sleeping on, on the apparatus. And after all the rest had faded and vanished, there remained two little ghosts of her eyes.",The Invisible Man,Mrs. Hall,NO MONOLOGUE,0,20,Implicit,,0.6942620096374396,0.0190453252780742
792,792,792,793,NO APPEND,Odd!,Mr. Teddy Henfrey,The Invisible Man,NO MONOLOGUE,0,20,Explicit,said Mr Henfrey,0.9694399256783404,0.458713671176725
793,793,793,794,NO APPEND,"I can t explain it. She was bandaged and clamped, of course so I had her safe; but she woke while she was still misty, and miaowed dismally, and someone came knocking. It was an old woman from downstairs, who suspected me of vivisecting a drink-sodden old creature, with only a white cat to care for in all the world. I whipped out some chloroform, applied it, and answered the door.  Did I hear a cat?  she asked.  My cat?   Not here,  said I, very politely. She was a little doubtful and tried to peer past me into the room; strange enough to her no doubt bare walls, uncurtained windows, truckle-bed, with the gas engine vibrating, and the seethe of the radiant points, and that faint ghastly stinging of chloroform in the air. She had to be satisfied at last and went away again.",The Invisible Man,Mr. Teddy Henfrey,NO MONOLOGUE,0,20,Implicit,,0.9099418142499872,0.0289841157366387
794,794,794,795, asked Kemp.,How long did it take?,The Invisible Man,Mrs. Hall,NO MONOLOGUE,0,20,Explicit,asked Kemp,0.0088652529251686,0.0220396936739885
795,795,795,796,NO APPEND,"Three or four hours the cat. The bones and sinews and the fat were the last to go, and the tips of the coloured hairs. And, as I say, the back part of the eye, tough, iridescent stuff it is, wouldn t go at all.",The Invisible Man,Mrs. Hall,NO MONOLOGUE,0,20,Implicit,,0.5061361764737959,0.0220396936739885
796,796,796,797,NO APPEND,"It was night outside long before the business was over, and nothing was to be seen but the dim eyes and the claws. I stopped the gas engine, felt for and stroked the beast, which was still insensible, and then, being tired, left it sleeping on the invisible pillow and went to bed. I found it hard to sleep. I lay awake thinking weak aimless stuff, going over the experiment over and over again, or dreaming feverishly of things growing misty and vanishing about me, until everything, the ground I stood on, vanished, and so I came to that sickly falling nightmare one gets. About two, the cat began miaowing about the room. I tried to hush it by talking to it, and then I decided to turn it out. I remember the shock I had when striking a light there were just the round eyes shining green and nothing round them. I would have given it milk, but I hadn t any. It wouldn t be quiet, it just sat down and miaowed at the door. I tried to catch it, with an idea of putting it out of the window, but it wouldn t be caught, it vanished. Then it began miaowing in different parts of the room. At last I opened the window and made a bustle. I suppose it went out at last. I never saw any more of it.",The Invisible Man,Mrs. Hall,NO MONOLOGUE,0,20,Implicit,,0.8462803181278544,0.0220396936739885
797,797,797,798,NO APPEND,"Then Heaven knows why I fell thinking of my father s funeral again, and the dismal windy hillside, until the day had come. I found sleeping was hopeless, and, locking my door after me, wandered out into the morning streets.",The Invisible Man,Mrs. Hall,NO MONOLOGUE,0,20,Implicit,,0.5116983162519262,0.0220396936739885
798,798,798,799, said Kemp.,You don t mean to say there s an invisible cat at large!,The Invisible Man,Mrs. Hall,NO MONOLOGUE,0,20,Explicit,said Kemp,0.0094075430873331,0.0220396936739885
799,799,799,800, said the Invisible Man. ,"If it hasn t been killed, /newquote Why not?",The Invisible Man,Mrs. Hall,NO MONOLOGUE,0,20,Explicit,said the Invisible Man,0.9880784231594344,0.0220396936739885
800,800,800,801, said Kemp. ,Why not? /newquote I didn t mean to interrupt.,The Invisible Man,Mrs. Hall,NO MONOLOGUE,0,20,Explicit,said Kemp,0.009249334688654,0.0220396936739885
801,801,801,802, said the Invisible Man. ,"It s very probably been killed, /newquote It was alive four days after, I know, and down a grating in Great Titchfield Street; because I saw a crowd round the place, trying to see whence the miaowing came.",The Invisible Man,Mrs. Hall,NO MONOLOGUE,0,20,Explicit,said the Invisible Man,0.9909243437379068,0.0220396936739885
803,803,803,804,NO APPEND,"I remember that morning before the change very vividly. I must have gone up Great Portland Street. I remember the barracks in Albany Street, and the horse soldiers coming out, and at last I found the summit of Primrose Hill. It was a sunny day in January one of those sunny, frosty days that came before the snow this year. My weary brain tried to formulate the position, to plot out a plan of action.",The Invisible Man,Mrs. Hall,NO MONOLOGUE,0,20,Anaphoric,he resumed,0.5117177756817103,0.0220396936739885
804,804,804,805,NO APPEND,"I was surprised to find, now that my prize was within my grasp, how inconclusive its attainment seemed. As a matter of fact I was worked out; the intense stress of nearly four years  continuous work left me incapable of any strength of feeling. I was apathetic, and I tried in vain to recover the enthusiasm of my first inquiries, the passion of discovery that had enabled me to compass even the downfall of my father s grey hairs. Nothing seemed to matter. I saw pretty clearly this was a transient mood, due to overwork and want of sleep, and that either by drugs or rest it would be possible to recover my energies.",The Invisible Man,Mrs. Hall,NO MONOLOGUE,0,20,Implicit,,0.6732756080381341,0.0220396936739885
805,805,805,806,NO APPEND,"All I could think clearly was that the thing had to be carried through; the fixed idea still ruled me. And soon, for the money I had was almost exhausted. I looked about me at the hillside, with children playing and girls watching them, and tried to think of all the fantastic advantages an invisible man would have in the world. After a time I crawled home, took some food and a strong dose of strychnine, and went to sleep in my clothes on my unmade bed. Strychnine is a grand tonic, Kemp, to take the flabbiness out of a man.",The Invisible Man,Mrs. Hall,NO MONOLOGUE,0,20,Implicit,,0.6385228670625466,0.0220396936739885
806,806,806,807, said Kemp. ,"It s the devil, /newquote It s the palaeolithic in a bottle.",The Invisible Man,Mrs. Hall,NO MONOLOGUE,0,20,Explicit,said Kemp,0.0094715743691361,0.0220396936739885
807,807,807,808,NO APPEND,I awoke vastly invigorated and rather irritable. You know?,The Invisible Man,Mrs. Hall,NO MONOLOGUE,0,20,Implicit,,0.4413520788012017,0.0220396936739885
808,808,808,809,NO APPEND,I know the stuff.,The Invisible Man,Mrs. Hall,NO MONOLOGUE,0,20,Implicit,,0.4241236079855024,0.0220396936739885
809,809,809,810,NO APPEND,"And there was someone rapping at the door. It was my landlord with threats and inquiries, an old Polish Jew in a long grey coat and greasy slippers. I had been tormenting a cat in the night, he was sure the old woman s tongue had been busy. He insisted on knowing all about it. The laws in this country against vivisection were very severe he might be liable. I denied the cat. Then the vibration of the little gas engine could be felt all over the house, he said. That was true, certainly. He edged round me into the room, peering about over his German-silver spectacles, and a sudden dread came into my mind that he might carry away something of my secret. I tried to keep between him and the concentrating apparatus I had arranged, and that only made him more curious. What was I doing? Why was I always alone and secretive? Was it legal? Was it dangerous? I paid nothing but the usual rent. His had always been a most respectable house in a disreputable neighbourhood. Suddenly my temper gave way. I told him to get out. He began to protest, to jabber of his right of entry. In a moment I had him by the collar; something ripped, and he went spinning out into his own passage. I slammed and locked the door and sat down quivering.",The Invisible Man,Mrs. Hall,NO MONOLOGUE,0,20,Implicit,,0.8554031714986575,0.0220396936739885
810,810,810,811,NO APPEND,"He made a fuss outside, which I disregarded, and after a time he went away.",The Invisible Man,Mrs. Hall,NO MONOLOGUE,0,20,Implicit,,0.4485396917341285,0.0220396936739885
811,811,811,812,NO APPEND,"But this brought matters to a crisis. I did not know what he would do, nor even what he had the power to do. To move to fresh apartments would have meant delay; altogether I had barely twenty pounds left in the world, for the most part in a bank and I could not afford that. Vanish! It was irresistible. Then there would be an inquiry, the sacking of my room.",The Invisible Man,Mrs. Hall,NO MONOLOGUE,0,20,Implicit,,0.5694561053106034,0.0220396936739885
812,812,812,813,NO APPEND,"At the thought of the possibility of my work being exposed or interrupted at its very climax, I became very angry and active. I hurried out with my three books of notes, my cheque-book the tramp has them now and directed them from the nearest Post Office to a house of call for letters and parcels in Great Portland Street. I tried to go out noiselessly. Coming in, I found my landlord going quietly upstairs; he had heard the door close, I suppose. You would have laughed to see him jump aside on the landing as I came tearing after him. He glared at me as I went by him, and I made the house quiver with the slamming of my door. I heard him come shuffling up to my floor, hesitate, and go down. I set to work upon my preparations forthwith.",The Invisible Man,Mrs. Hall,NO MONOLOGUE,0,20,Implicit,,0.7181542673695193,0.0220396936739885
813,813,813,814,NO APPEND,"It was all done that evening and night. While I was still sitting under the sickly, drowsy influence of the drugs that decolourise blood, there came a repeated knocking at the door. It ceased, footsteps went away and returned, and the knocking was resumed. There was an attempt to push something under the door a blue paper. Then in a fit of irritation I rose and went and flung the door wide open.  Now then?  said I.",The Invisible Man,Mrs. Hall,NO MONOLOGUE,0,20,Implicit,,0.594027411290012,0.0220396936739885
814,814,814,815,NO APPEND,"It was my landlord, with a notice of ejectment or something. He held it out to me, saw something odd about my hands, I expect, and lifted his eyes to my face.",The Invisible Man,Mrs. Hall,NO MONOLOGUE,0,20,Implicit,,0.4838861989110511,0.0220396936739885
815,815,815,816,NO APPEND,"For a moment he gaped. Then he gave a sort of inarticulate cry, dropped candle and writ together, and went blundering down the dark passage to the stairs. I shut the door, locked it, and went to the looking-glass. Then I understood his terror.... My face was white like white stone.",The Invisible Man,Mrs. Hall,NO MONOLOGUE,0,20,Implicit,,0.5368851717317535,0.0220396936739885
816,816,816,817,NO APPEND,"But it was all horrible. I had not expected the suffering. A night of racking anguish, sickness and fainting. I set my teeth, though my skin was presently afire, all my body afire; but I lay there like grim death. I understood now how it was the cat had howled until I chloroformed it. Lucky it was I lived alone and untended in my room. There were times when I sobbed and groaned and talked. But I stuck to it.... I became insensible and woke languid in the darkness.",The Invisible Man,Mrs. Hall,NO MONOLOGUE,0,20,Implicit,,0.6144932673460696,0.0220396936739885
817,817,817,818,NO APPEND,"The pain had passed. I thought I was killing myself and I did not care. I shall never forget that dawn, and the strange horror of seeing that my hands had become as clouded glass, and watching them grow clearer and thinner as the day went by, until at last I could see the sickly disorder of my room through them, though I closed my transparent eyelids. My limbs became glassy, the bones and arteries faded, vanished, and the little white nerves went last. I gritted my teeth and stayed there to the end. At last only the dead tips of the fingernails remained, pallid and white, and the brown stain of some acid upon my fingers.",The Invisible Man,Mrs. Hall,NO MONOLOGUE,0,20,Implicit,,0.6770303373589162,0.0220396936739885
818,818,818,819,NO APPEND,"I struggled up. At first I was as incapable as a swathed infant stepping with limbs I could not see. I was weak and very hungry. I went and stared at nothing in my shaving-glass, at nothing save where an attenuated pigment still remained behind the retina of my eyes, fainter than mist. I had to hang on to the table and press my forehead against the glass.",The Invisible Man,Mrs. Hall,NO MONOLOGUE,0,20,Implicit,,0.5686164293194411,0.0220396936739885
819,819,819,820,NO APPEND,It was only by a frantic effort of will that I dragged myself back to the apparatus and completed the process.,The Invisible Man,Mrs. Hall,NO MONOLOGUE,0,20,Implicit,,0.4634023078108789,0.0220396936739885
820,820,820,821,NO APPEND,"I slept during the forenoon, pulling the sheet over my eyes to shut out the light, and about midday I was awakened again by a knocking. My strength had returned. I sat up and listened and heard a whispering. I sprang to my feet and as noiselessly as possible began to detach the connections of my apparatus, and to distribute it about the room, so as to destroy the suggestions of its arrangement. Presently the knocking was renewed and voices called, first my landlord s, and then two others. To gain time I answered them. The invisible rag and pillow came to hand and I opened the window and pitched them out on to the cistern cover. As the window opened, a heavy crash came at the door. Someone had charged it with the idea of smashing the lock. But the stout bolts I had screwed up some days before stopped him. That startled me, made me angry. I began to tremble and do things hurriedly.",The Invisible Man,Mrs. Hall,NO MONOLOGUE,0,20,Implicit,,0.7671205467788677,0.0220396936739885
821,821,821,822,NO APPEND,"I tossed together some loose paper, straw, packing paper and so forth, in the middle of the room, and turned on the gas. Heavy blows began to rain upon the door. I could not find the matches. I beat my hands on the wall with rage. I turned down the gas again, stepped out of the window on the cistern cover, very softly lowered the sash, and sat down, secure and invisible, but quivering with anger, to watch events. They split a panel, I saw, and in another moment they had broken away the staples of the bolts and stood in the open doorway. It was the landlord and his two step-sons, sturdy young men of three or four and twenty. Behind them fluttered the old hag of a woman from downstairs.",The Invisible Man,Mrs. Hall,NO MONOLOGUE,0,20,Implicit,,0.7008685048530618,0.0220396936739885
822,822,822,823,NO APPEND,"You may imagine their astonishment to find the room empty. One of the younger men rushed to the window at once, flung it up and stared out. His staring eyes and thick-lipped bearded face came a foot from my face. I was half minded to hit his silly countenance, but I arrested my doubled fist. He stared right through me. So did the others as they joined him. The old man went and peered under the bed, and then they all made a rush for the cupboard. They had to argue about it at length in Yiddish and Cockney English. They concluded I had not answered them, that their imagination had deceived them. A feeling of extraordinary elation took the place of my anger as I sat outside the window and watched these four people for the old lady came in, glancing suspiciously about her like a cat, trying to understand the riddle of my behaviour.",The Invisible Man,Mrs. Hall,NO MONOLOGUE,0,20,Implicit,,0.7505199990617286,0.0220396936739885
823,823,823,824,NO APPEND,"The old man, so far as I could understand his _patois_, agreed with the old lady that I was a vivisectionist. The sons protested in garbled English that I was an electrician, and appealed to the dynamos and radiators. They were all nervous about my arrival, although I found subsequently that they had bolted the front door. The old lady peered into the cupboard and under the bed, and one of the young men pushed up the register and stared up the chimney. One of my fellow lodgers, a coster-monger who shared the opposite room with a butcher, appeared on the landing, and he was called in and told incoherent things.",The Invisible Man,Mrs. Hall,NO MONOLOGUE,0,20,Implicit,,0.6728989004529069,0.0220396936739885
824,824,824,825,NO APPEND,"It occurred to me that the radiators, if they fell into the hands of some acute well-educated person, would give me away too much, and watching my opportunity, I came into the room and tilted one of the little dynamos off its fellow on which it was standing, and smashed both apparatus. Then, while they were trying to explain the smash, I dodged out of the room and went softly downstairs.",The Invisible Man,Mrs. Hall,NO MONOLOGUE,0,20,Implicit,,0.5824171821668587,0.0220396936739885
825,825,825,826,NO APPEND,"I went into one of the sitting-rooms and waited until they came down, still speculating and argumentative, all a little disappointed at finding no  horrors,  and all a little puzzled how they stood legally towards me. Then I slipped up again with a box of matches, fired my heap of paper and rubbish, put the chairs and bedding thereby, led the gas to the affair, by means of an india-rubber tube, and waving a farewell to the room left it for the last time.",The Invisible Man,Mrs. Hall,NO MONOLOGUE,0,20,Implicit,,0.6104298469993157,0.0220396936739885
826,826,826,827, exclaimed Kemp.,You fired the house!,The Invisible Man,Mrs. Hall,NO MONOLOGUE,0,20,Explicit,exclaimed Kemp,0.0088502228934043,0.0220396936739885
827,827,827,828,NO APPEND,"Fired the house. It was the only way to cover my trail and no doubt it was insured. I slipped the bolts of the front door quietly and went out into the street. I was invisible, and I was only just beginning to realise the extraordinary advantage my invisibility gave me. My head was already teeming with plans of all the wild and wonderful things I had now impunity to do.",The Invisible Man,Mrs. Hall,NO MONOLOGUE,0,20,Implicit,,0.5749040602551385,0.0220396936739885
