,Unnamed: 0,paragraph,append,dialogue,speaker,addressee,subject,sentiment,chapter,syntactic,referringExpression
994,994,995," answered Diana, stifling a giggle with an apprehensive glance over her shoulder at the closed sitting-room door. ","Yes, /newquote She was fairly dancing with rage, Anne. Oh, how she scolded. She said I was the worst-behaved girl she ever saw and that my parents ought to be ashamed of the way they had brought me up. She says she won't stay and I'm sure I don't care. But Father and Mother do.",Diana Barry,Anne Shirley,NO MONOLOGUE,0,19,Explicit,answered Diana
995,995,996, demanded Anne.,Why didn't you tell them it was my fault?,Anne Shirley,Diana Barry,NO MONOLOGUE,0,19,Explicit,demanded Anne
996,996,997, said Diana with just scorn. ,"It's likely I'd do such a thing, isn't it? /newquote I'm no telltale, Anne Shirley, and anyhow I was just as much to blame as you.",Diana Barry,Anne Shirley,NO MONOLOGUE,0,19,Explicit,said Diana
997,997,998, said Anne resolutely.,"Well, I'm going in to tell her myself,",Anne Shirley,Diana Barry,NO MONOLOGUE,0,19,Explicit,said Anne
999,999,1000,NO APPEND,"Anne Shirley, you'd never! why--she'll eat you alive!",Diana Barry,Anne Shirley,NO MONOLOGUE,0,19,Implicit,
1000,1000,1001, implored Anne. ,"Don't frighten me any more than I am frightened, /newquote I'd rather walk up to a cannon's mouth. But I've got to do it, Diana. It was my fault and I've got to confess. I've had practice in confessing, fortunately.",Anne Shirley,Diana Barry,NO MONOLOGUE,0,19,Explicit,implored Anne
1001,1001,1002, said Diana. ,"Well, she's in the room, /newquote You can go in if you want to. I wouldn't dare. And I don't believe you'll do a bit of good.",Diana Barry,Anne Shirley,NO MONOLOGUE,0,19,Explicit,said Diana
1002,1002,1003,"With this encouragement Anne bearded the lion in its den--that is to say, walked resolutely up to the sitting-room door and knocked faintly. A sharp  /newquote  followed.",Come in,Matthew Cuthbert,Anne Shirley,NO MONOLOGUE,0,19,Anaphoric,he said
1004,1004,1005," demanded Miss Josephine Barry, without ceremony.",Who are you?,Aunt Josephine,Anne Shirley,NO MONOLOGUE,0,19,Explicit,demanded Miss Josephine Barry
1005,1005,1006," said the small visitor tremulously, clasping her hands with her characteristic gesture, ","I'm Anne of Green Gables, /newquote and I've come to confess, if you please.",Anne Shirley,Aunt Josephine,NO MONOLOGUE,0,19,Anaphoric,said the small visitor
1006,1006,1007,NO APPEND,Confess what?,Aunt Josephine,Anne Shirley,NO MONOLOGUE,0,19,Implicit,
1007,1007,1008,NO APPEND,"That it was all my fault about jumping into bed on you last night. I suggested it. Diana would never have thought of such a thing, I am sure. Diana is a very ladylike girl, Miss Barry. So you must see how unjust it is to blame her.",Anne Shirley,Aunt Josephine,NO MONOLOGUE,0,19,Implicit,
1008,1008,1009,NO APPEND,"Oh, I must, hey? I rather think Diana did her share of the jumping at least. Such carryings on in a respectable house!",Aunt Josephine,Anne Shirley,NO MONOLOGUE,0,19,Implicit,
1009,1009,1010, persisted Anne. ,"But we were only in fun, /newquote I think you ought to forgive us, Miss Barry, now that we've apologized. And anyhow, please forgive Diana and let her have her music lessons. Diana's heart is set on her music lessons, Miss Barry, and I know too well what it is to set your heart on a thing and not get it. If you must be cross with anyone, be cross with me. I've been so used in my early days to having people cross at me that I can endure it much better than Diana can.",Anne Shirley,Aunt Josephine,NO MONOLOGUE,0,19,Explicit,persisted Anne
1011,1011,1012,NO APPEND,"I don't think it is any excuse for you that you were only in fun. Little girls never indulged in that kind of fun when I was young. You don't know what it is to be awakened out of a sound sleep, after a long and arduous journey, by two great girls coming bounce down on you.",Aunt Josephine,Anne Shirley,NO MONOLOGUE,0,19,Anaphoric,she still said
1012,1012,1013, said Anne eagerly. ,"I don't _know_, but I can _imagine_, /newquote I'm sure it must have been very disturbing. But then, there is our side of it too. Have you any imagination, Miss Barry? If you have, just put yourself in our place. We didn't know there was anybody in that bed and you nearly scared us to death. It was simply awful the way we felt. And then we couldn't sleep in the spare room after being promised. I suppose you are used to sleeping in spare rooms. But just imagine what you would feel like if you were a little orphan girl who had never had such an honor.",Anne Shirley,Aunt Josephine,NO MONOLOGUE,0,19,Explicit,said Anne
1014,1014,1015, she said. ,"I'm afraid my imagination is a little rusty--it's so long since I used it, /newquote I dare say your claim to sympathy is just as strong as mine. It all depends on the way we look at it. Sit down here and tell me about yourself.",Aunt Josephine,Anne Shirley,NO MONOLOGUE,0,19,Anaphoric,she said
1015,1015,1016, said Anne firmly. ,"I am very sorry I can't, /newquote I would like to, because you seem like an interesting lady, and you might even be a kindred spirit although you don't look very much like it. But it is my duty to go home to Miss Marilla Cuthbert. Miss Marilla Cuthbert is a very kind lady who has taken me to bring up properly. She is doing her best, but it is very discouraging work. You must not blame her because I jumped on the bed. But before I go I do wish you would tell me if you will forgive Diana and stay just as long as you meant to in Avonlea.",Anne Shirley,Aunt Josephine,NO MONOLOGUE,0,19,Explicit,said Anne
1016,1016,1017, said Miss Barry.,"I think perhaps I will if you will come over and talk to me occasionally,",Aunt Josephine,Anne Shirley,NO MONOLOGUE,0,19,Explicit,said Miss Barry
1022,1022,1023,NO APPEND,"Remember, you Anne-girl, when you come to town you're to visit me and I'll put you in my very sparest spare-room bed to sleep.",Aunt Josephine,Anne Shirley,NO MONOLOGUE,0,19,Anaphoric,she said
1023,1023,1024, Anne confided to Marilla. ,"Miss Barry was a kindred spirit, after all, /newquote You wouldn't think so to look at her, but she is. You don't find it right out at first, as in Matthew's case, but after a while you come to see it. Kindred spirits are not so scarce as I used to think. It's splendid to find out there are so many of them in the world.",Anne Shirley,Marilla Cuthbert,NO MONOLOGUE,0,19,Explicit,Anne confided to Marilla
1025,1025,1026, said Anne. ,"I'm so sorry for people who live in lands where there are no Mayflowers, /newquote Diana says perhaps they have something better, but there couldn't be anything better than Mayflowers, could there, Marilla? And Diana says if they don't know what they are like they don't miss them. But I think that is the saddest thing of all. I think it would be _tragic_, Marilla, not to know what Mayflowers are like and _not_ to miss them. Do you know what I think Mayflowers are, Marilla? I think they must be the souls of the flowers that died last summer and this is their heaven. But we had a splendid time today, Marilla. We had our lunch down in a big mossy hollow by an old well--such a _romantic_ spot. Charlie Sloane dared Arty Gillis to jump over it, and Arty did because he wouldn't take a dare. Nobody would in school. It is very _fashionable_ to dare. Mr. Phillips gave all the Mayflowers he found to Prissy Andrews and I heard him to say ?sweets to the sweet.' He got that out of a book, I know; but it shows he has some imagination. I was offered some Mayflowers too, but I rejected them with scorn. I can't tell you the person's name because I have vowed never to let it cross my lips. We made wreaths of the Mayflowers and put them on our hats; and when the time came to go home we marched in procession down the road, two by two, with our bouquets and wreaths, singing ?My Home on the Hill.' Oh, it was so thrilling, Marilla. All Mr. Silas Sloane's folks rushed out to see us and everybody we met on the road stopped and stared after us. We made a real sensation.",Anne Shirley,Marilla Cuthbert,NO MONOLOGUE,0,20,Explicit,said Anne
1026,1026,1027, was Marilla's response.,Not much wonder! Such silly doings!,Marilla Cuthbert,Anne Shirley,NO MONOLOGUE,0,20,Explicit,was Marillas response
1028,1028,1029," she told Diana, ","Somehow, /newquote when I'm going through here I don't really care whether Gil--whether anybody gets ahead of me in class or not. But when I'm up in school it's all different and I care as much as ever. There's such a lot of different Annes in me. I sometimes think that is why I'm such a troublesome person. If I was just the one Anne it would be ever so much more comfortable, but then it wouldn't be half so interesting.",Anne Shirley,Diana Barry,NO MONOLOGUE,0,20,Anaphoric,she told Diana
1030,1030,1031,"In all essential respects the little gable chamber was unchanged. The walls were as white, the pincushion as hard, the chairs as stiffly and yellowly upright as ever. Yet the whole character of the room was altered. It was full of a new vital, pulsing personality that seemed to pervade it and to be quite independent of schoolgirl books and dresses and ribbons, and even of the cracked blue jug full of apple blossoms on the table. It was as if all the dreams, sleeping and waking, of its vivid occupant had taken a visible although unmaterial form and had tapestried the bare room with splendid filmy tissues of rainbow and moonshine. Presently Marilla came briskly in with some of Anne's freshly ironed school aprons. She hung them over a chair and sat down with a short sigh. She had had one of her headaches that afternoon, and although the pain had gone she felt weak and  /newquote  as she expressed it. Anne looked at her with eyes limpid with sympathy.","tuckered out,",Marilla Cuthbert,Anne Shirley,NO MONOLOGUE,0,20,Anaphoric,she expressed
1031,1031,1032,NO APPEND,"I do truly wish I could have had the headache in your place, Marilla. I would have endured it joyfully for your sake.",Anne Shirley,Marilla Cuthbert,NO MONOLOGUE,0,20,Implicit,
1032,1032,1033, said Marilla. ,"I guess you did your part in attending to the work and letting me rest, /newquote You seem to have got on fairly well and made fewer mistakes than usual. Of course it wasn't exactly necessary to starch Matthew's handkerchiefs! And most people when they put a pie in the oven to warm up for dinner take it out and eat it when it gets hot instead of leaving it to be burned to a crisp. But that doesn't seem to be your way evidently.",Marilla Cuthbert,Anne Shirley,NO MONOLOGUE,0,20,Explicit,said Marilla
1034,1034,1035, said Anne penitently. ,"Oh, I'm so sorry, /newquote I never thought about that pie from the moment I put it in the oven till now, although I felt _instinctively_ that there was something missing on the dinner table. I was firmly resolved, when you left me in charge this morning, not to imagine anything, but keep my thoughts on facts. I did pretty well until I put the pie in, and then an irresistible temptation came to me to imagine I was an enchanted princess shut up in a lonely tower with a handsome knight riding to my rescue on a coal-black steed. So that is how I came to forget the pie. I didn't know I starched the handkerchiefs. All the time I was ironing I was trying to think of a name for a new island Diana and I have discovered up the brook. It's the most ravishing spot, Marilla. There are two maple trees on it and the brook flows right around it. At last it struck me that it would be splendid to call it Victoria Island because we found it on the Queen's birthday. Both Diana and I are very loyal. But I'm sorry about that pie and the handkerchiefs. I wanted to be extra good today because it's an anniversary. Do you remember what happened this day last year, Marilla?",Anne Shirley,Marilla Cuthbert,NO MONOLOGUE,0,20,Explicit,said Anne
1035,1035,1036,NO APPEND,"No, I can't think of anything special.",Marilla Cuthbert,Anne Shirley,NO MONOLOGUE,0,20,Implicit,
1036,1036,1037,NO APPEND,"Oh, Marilla, it was the day I came to Green Gables. I shall never forget it. It was the turning point in my life. Of course it wouldn't seem so important to you. I've been here for a year and I've been so happy. Of course, I've had my troubles, but one can live down troubles. Are you sorry you kept me, Marilla?",Anne Shirley,Marilla Cuthbert,NO MONOLOGUE,0,20,Implicit,
1037,1037,1038," said Marilla, who sometimes wondered how she could have lived before Anne came to Green Gables, ","No, I can't say I'm sorry, /newquote no, not exactly sorry. If you've finished your lessons, Anne, I want you to run over and ask Mrs. Barry if she'll lend me Diana's apron pattern.",Marilla Cuthbert,Anne Shirley,NO MONOLOGUE,0,20,Explicit,said Marilla
1038,1038,1039, cried Anne.,"Oh--it's--it's too dark,",Anne Shirley,Marilla Cuthbert,NO MONOLOGUE,0,20,Explicit,cried Anne
1039,1039,1040,NO APPEND,"Too dark? Why, it's only twilight. And goodness knows you've gone over often enough after dark.",Marilla Cuthbert,Anne Shirley,NO MONOLOGUE,0,20,Implicit,
1040,1040,1041, said Anne eagerly. ,"I'll go over early in the morning, /newquote I'll get up at sunrise and go over, Marilla.",Anne Shirley,Marilla Cuthbert,NO MONOLOGUE,0,20,Explicit,said Anne
1041,1041,1042,NO APPEND,"What has got into your head now, Anne Shirley? I want that pattern to cut out your new apron this evening. Go at once and be smart too.",Marilla Cuthbert,Anne Shirley,NO MONOLOGUE,0,20,Implicit,
1042,1042,1043," said Anne, taking up her hat reluctantly.","I'll have to go around by the road, then,",Anne Shirley,Marilla Cuthbert,NO MONOLOGUE,0,20,Explicit,said Anne
1043,1043,1044,NO APPEND,Go by the road and waste half an hour! I'd like to catch you!,Marilla Cuthbert,Anne Shirley,NO MONOLOGUE,0,20,Implicit,
1044,1044,1045, cried Anne desperately.,"I can't go through the Haunted Wood, Marilla,",Anne Shirley,Marilla Cuthbert,NO MONOLOGUE,0,20,Explicit,cried Anne
1046,1046,1047,NO APPEND,The Haunted Wood! Are you crazy? What under the canopy is the Haunted Wood?,Marilla Cuthbert,Anne Shirley,NO MONOLOGUE,0,20,Implicit,
1047,1047,1048, said Anne in a whisper.,"The spruce wood over the brook,",Anne Shirley,Marilla Cuthbert,NO MONOLOGUE,0,20,Explicit,said Anne
1048,1048,1049,NO APPEND,Fiddlesticks! There is no such thing as a haunted wood anywhere. Who has been telling you such stuff?,Marilla Cuthbert,Anne Shirley,NO MONOLOGUE,0,20,Implicit,
1049,1049,1050, confessed Anne. ,"Nobody, /newquote Diana and I just imagined the wood was haunted. All the places around here are so--so--_commonplace_. We just got this up for our own amusement. We began it in April. A haunted wood is so very romantic, Marilla. We chose the spruce grove because it's so gloomy. Oh, we have imagined the most harrowing things. There's a white lady walks along the brook just about this time of the night and wrings her hands and utters wailing cries. She appears when there is to be a death in the family. And the ghost of a little murdered child haunts the corner up by Idlewild; it creeps up behind you and lays its cold fingers on your hand--so. Oh, Marilla, it gives me a shudder to think of it. And there's a headless man stalks up and down the path and skeletons glower at you between the boughs. Oh, Marilla, I wouldn't go through the Haunted Wood after dark now for anything. I'd be sure that white things would reach out from behind the trees and grab me.",Anne Shirley,Marilla Cuthbert,NO MONOLOGUE,0,20,Explicit,confessed Anne
1050,1050,1051," ejaculated Marilla, who had listened in dumb amazement. ","Did ever anyone hear the like! /newquote Anne Shirley, do you mean to tell me you believe all that wicked nonsense of your own imagination?",Marilla Cuthbert,Anne Shirley,NO MONOLOGUE,0,20,Explicit,ejaculated Marilla
1051,1051,1052, faltered Anne. ,"Not believe _exactly_, /newquote At least, I don't believe it in daylight. But after dark, Marilla, it's different. That is when ghosts walk.",Anne Shirley,Marilla Cuthbert,NO MONOLOGUE,0,20,Explicit,faltered Anne
1052,1052,1053,NO APPEND,"There are no such things as ghosts, Anne.",Marilla Cuthbert,Anne Shirley,NO MONOLOGUE,0,20,Implicit,
1053,1053,1054, cried Anne eagerly. ,"Oh, but there are, Marilla, /newquote I know people who have seen them. And they are respectable people. Charlie Sloane says that his grandmother saw his grandfather driving home the cows one night after he'd been buried for a year. You know Charlie Sloane's grandmother wouldn't tell a story for anything. She's a very religious woman. And Mrs. Thomas's father was pursued home one night by a lamb of fire with its head cut off hanging by a strip of skin. He said he knew it was the spirit of his brother and that it was a warning he would die within nine days. He didn't, but he died two years after, so you see it was really true. And Ruby Gillis says--",Anne Shirley,Marilla Cuthbert,NO MONOLOGUE,0,20,Explicit,cried Anne
1054,1054,1055," interrupted Marilla firmly, ","Anne Shirley, /newquote I never want to hear you talking in this fashion again. I've had my doubts about that imagination of yours right along, and if this is going to be the outcome of it, I won't countenance any such doings. You'll go right over to Barry's, and you'll go through that spruce grove, just for a lesson and a warning to you. And never let me hear a word out of your head about haunted woods again.",Marilla Cuthbert,Anne Shirley,NO MONOLOGUE,0,20,Explicit,interrupted Marilla
1056,1056,1057, sobbed Anne. ,"Oh, Marilla, how can you be so cruel? /newquote What would you feel like if a white thing did snatch me up and carry me off?",Anne Shirley,Marilla Cuthbert,NO MONOLOGUE,0,20,Explicit,sobbed Anne
1057,1057,1058, said Marilla unfeelingly. ,"I'll risk it, /newquote You know I always mean what I say. I'll cure you of imagining ghosts into places. March, now.",Marilla Cuthbert,Anne Shirley,NO MONOLOGUE,0,20,Explicit,said Marilla
1059,1059,1060, said Marilla unsympathetically.,"Well, so nothing caught you?",Marilla Cuthbert,Anne Shirley,NO MONOLOGUE,0,20,Explicit,said Marilla
1060,1060,1061," chattered Anne, ","Oh, Mar--Marilla, /newquote I'll b-b-be contt-tented with c-c-commonplace places after this.",Anne Shirley,Marilla Cuthbert,NO MONOLOGUE,0,20,Explicit,chattered Anne
1061,1061,1062," remarked Anne plaintively, putting her slate and books down on the kitchen table on the last day of June and wiping her red eyes with a very damp handkerchief. ","DEAR ME, there is nothing but meetings and partings in this world, as Mrs. Lynde says, /newquote Wasn't it fortunate, Marilla, that I took an extra handkerchief to school today? I had a presentiment that it would be needed.",Anne Shirley,Marilla Cuthbert,NO MONOLOGUE,0,21,Explicit,remarked Anne
1062,1062,1063, said Marilla.,"I never thought you were so fond of Mr. Phillips that you'd require two handkerchiefs to dry your tears just because he was going away,",Marilla Cuthbert,Anne Shirley,NO MONOLOGUE,0,21,Explicit,said Marilla
1063,1063,1064,  reflected Anne. ,"I don't think I was crying because I was really so very fond of him, /newquote I just cried because all the others did. It was Ruby Gillis started it. Ruby Gillis has always declared she hated Mr. Phillips, but just as soon as he got up to make his farewell speech she burst into tears. Then all the girls began to cry, one after the other. I tried to hold out, Marilla. I tried to remember the time Mr. Phillips made me sit with Gil--with a boy; and the time he spelled my name without an ?e' on the blackboard; and how he said I was the worst dunce he ever saw at geometry and laughed at my spelling; and all the times he had been so horrid and sarcastic; but somehow I couldn't, Marilla, and I just had to cry too. Jane Andrews has been talking for a month about how glad she'd be when Mr. Phillips went away and she declared she'd never shed a tear. Well, she was worse than any of us and had to borrow a handkerchief from her brother--of course the boys didn't cry--because she hadn't brought one of her own, not expecting to need it. Oh, Marilla, it was heartrending. Mr. Phillips made such a beautiful farewell speech beginning, ?The time has come for us to part.' It was very affecting. And he had tears in his eyes too, Marilla. Oh, I felt dreadfully sorry and remorseful for all the times I'd talked in school and drawn pictures of him on my slate and made fun of him and Prissy. I can tell you I wished I'd been a model pupil like Minnie Andrews. She hadn't anything on her conscience. The girls cried all the way home from school. Carrie Sloane kept saying every few minutes, ?The time has come for us to part,' and that would start us off again whenever we were in any danger of cheering up. I do feel dreadfully sad, Marilla. But one can't feel quite in the depths of despair with two months' vacation before them, can they, Marilla? And besides, we met the new minister and his wife coming from the station. For all I was feeling so bad about Mr. Phillips going away I couldn't help taking a little interest in a new minister, could I? His wife is very pretty. Not exactly regally lovely, of course--it wouldn't do, I suppose, for a minister to have a regally lovely wife, because it might set a bad example. Mrs. Lynde says the minister's wife over at Newbridge sets a very bad example because she dresses so fashionably. Our new minister's wife was dressed in blue muslin with lovely puffed sleeves and a hat trimmed with roses. Jane Andrews said she thought puffed sleeves were too worldly for a minister's wife, but I didn't make any such uncharitable remark, Marilla, because I know what it is to long for puffed sleeves. Besides, she's only been a minister's wife for a little while, so one should make allowances, shouldn't they? They are going to board with Mrs. Lynde until the manse is ready.",Anne Shirley,Marilla Cuthbert,NO MONOLOGUE,0,21,Explicit,reflected Anne
1066,1066,1067, was Anne's final summing up. ,"I don't think Mr. Smith would have done, Matthew /newquote Mrs. Lynde says his delivery was so poor, but I think his worst fault was just like Mr. Bentley's--he had no imagination. And Mr. Terry had too much; he let it run away with him just as I did mine in the matter of the Haunted Wood. Besides, Mrs. Lynde says his theology wasn't sound. Mr. Gresham was a very good man and a very religious man, but he told too many funny stories and made the people laugh in church; he was undignified, and you must have some dignity about a minister, mustn't you, Matthew? I thought Mr. Marshall was decidedly attractive; but Mrs. Lynde says he isn't married, or even engaged, because she made special inquiries about him, and she says it would never do to have a young unmarried minister in Avonlea, because he might marry in the congregation and that would make trouble. Mrs. Lynde is a very farseeing woman, isn't she, Matthew? I'm very glad they've called Mr. Allan. I liked him because his sermon was interesting and he prayed as if he meant it and not just as if he did it because he was in the habit of it. Mrs. Lynde says he isn't perfect, but she says she supposes we couldn't expect a perfect minister for seven hundred and fifty dollars a year, and anyhow his theology is sound because she questioned him thoroughly on all the points of doctrine. And she knows his wife's people and they are most respectable and the women are all good housekeepers. Mrs. Lynde says that sound doctrine in the man and good housekeeping in the woman make an ideal combination for a minister's family.",Anne Shirley,Matthew Cuthbert,NO MONOLOGUE,0,21,Explicit,was Annes final summing up
1068,1068,1069, she announced one Sunday afternoon. ,"Mrs. Allan is perfectly lovely, /newquote She's taken our class and she's a splendid teacher. She said right away she didn't think it was fair for the teacher to ask all the questions, and you know, Marilla, that is exactly what I've always thought. She said we could ask her any question we liked and I asked ever so many. I'm good at asking questions, Marilla.",Anne Shirley,Marilla Cuthbert,NO MONOLOGUE,0,21,Anaphoric,she announced
1069,1069,1070, was Marilla's emphatic comment.,I believe you,Anne Shirley,Matthew Cuthbert,NO MONOLOGUE,0,21,Implicit,
1070,1070,1071,NO APPEND,"Nobody else asked any except Ruby Gillis, and she asked if there was to be a Sunday-school picnic this summer. I didn't think that was a very proper question to ask because it hadn't any connection with the lesson--the lesson was about Daniel in the lions' den--but Mrs. Allan just smiled and said she thought there would be. Mrs. Allan has a lovely smile; she has such _exquisite_ dimples in her cheeks. I wish I had dimples in my cheeks, Marilla. I'm not half so skinny as I was when I came here, but I have no dimples yet. If I had perhaps I could influence people for good. Mrs. Allan said we ought always to try to influence other people for good. She talked so nice about everything. I never knew before that religion was such a cheerful thing. I always thought it was kind of melancholy, but Mrs. Allan's isn't, and I'd like to be a Christian if I could be one like her. I wouldn't want to be one like Mr. Superintendent Bell.",Anne Shirley,Marilla Cuthbert,NO MONOLOGUE,0,21,Implicit,
1071,1071,1072, said Marilla severely. ,"It's very naughty of you to speak so about Mr. Bell, /newquote Mr. Bell is a real good man.",Marilla Cuthbert,Anne Shirley,NO MONOLOGUE,0,21,Explicit,said Marilla
1072,1072,1073," agreed Anne, ","Oh, of course he's good, /newquote but he doesn't seem to get any comfort out of it. If I could be good I'd dance and sing all day because I was glad of it. I suppose Mrs. Allan is too old to dance and sing and of course it wouldn't be dignified in a minister's wife. But I can just feel she's glad she's a Christian and that she'd be one even if she could get to heaven without it.",Anne Shirley,Marilla Cuthbert,NO MONOLOGUE,0,21,Explicit,agreed Anne
1073,1073,1074, said Marilla reflectively. ,"I suppose we must have Mr. and Mrs. Allan up to tea someday soon, /newquote They've been most everywhere but here. Let me see. Next Wednesday would be a good time to have them. But don't say a word to Matthew about it, for if he knew they were coming he'd find some excuse to be away that day. He'd got so used to Mr. Bentley he didn't mind him, but he's going to find it hard to get acquainted with a new minister, and a new minister's wife will frighten him to death.",Marilla Cuthbert,Anne Shirley,NO MONOLOGUE,0,21,Explicit,said Marilla
1074,1074,1075, assured Anne. ,"I'll be as secret as the dead, /newquote But oh, Marilla, will you let me make a cake for the occasion? I'd love to do something for Mrs. Allan, and you know I can make a pretty good cake by this time.",Anne Shirley,Marilla Cuthbert,NO MONOLOGUE,0,21,Explicit,assured Anne
1075,1075,1076, promised Marilla.,"You can make a layer cake,",Marilla Cuthbert,Anne Shirley,NO MONOLOGUE,0,21,Explicit,promised Marilla
1077,1077,1078,NO APPEND,"Everything is ready, Diana, except my cake which I'm to make in the morning, and the baking-powder biscuits which Marilla will make just before teatime. I assure you, Diana, that Marilla and I have had a busy two days of it. It's such a responsibility having a minister's family to tea. I never went through such an experience before. You should just see our pantry. It's a sight to behold. We're going to have jellied chicken and cold tongue. We're to have two kinds of jelly, red and yellow, and whipped cream and lemon pie, and cherry pie, and three kinds of cookies, and fruit cake, and Marilla's famous yellow plum preserves that she keeps especially for ministers, and pound cake and layer cake, and biscuits as aforesaid; and new bread and old both, in case the minister is dyspeptic and can't eat new. Mrs. Lynde says ministers are dyspeptic, but I don't think Mr. Allan has been a minister long enough for it to have had a bad effect on him. I just grow cold when I think of my layer cake. Oh, Diana, what if it shouldn't be good! I dreamed last night that I was chased all around by a fearful goblin with a big layer cake for a head.",Anne Shirley,Diana Barry,NO MONOLOGUE,0,21,Implicit,
1078,1078,1079," assured Diana, who was a very comfortable sort of friend. ","It'll be good, all right, /newquote I'm sure that piece of the one you made that we had for lunch in Idlewild two weeks ago was perfectly elegant.",Diana Barry,Anne Shirley,NO MONOLOGUE,0,21,Explicit,assured Diana
1079,1079,1080," sighed Anne, setting a particularly well-balsamed twig afloat. ","Yes; but cakes have such a terrible habit of turning out bad just when you especially want them to be good, /newquote However, I suppose I shall just have to trust to Providence and be careful to put in the flour. Oh, look, Diana, what a lovely rainbow! Do you suppose the dryad will come out after we go away and take it for a scarf?",Anne Shirley,Diana Barry,NO MONOLOGUE,0,21,Explicit,sighed Anne
1080,1080,1081, said Diana. Diana's mother had found out about the Haunted Wood and had been decidedly angry over it. As a result Diana had abstained from any further imitative flights of imagination and did not think it prudent to cultivate a spirit of belief even in harmless dryads.,"You know there is no such thing as a dryad,",Diana Barry,Anne Shirley,NO MONOLOGUE,0,21,Explicit,said Diana
1081,1081,1082, said Anne. ,"But it's so easy to imagine there is, /newquote Every night before I go to bed, I look out of my window and wonder if the dryad is really sitting here, combing her locks with the spring for a mirror. Sometimes I look for her footprints in the dew in the morning. Oh, Diana, don't give up your faith in the dryad!",Anne Shirley,Diana Barry,NO MONOLOGUE,0,21,Explicit,said Anne
1083,1083,1084,NO APPEND,"I'm sure I haven't forgotten anything this time, Marilla. But do you think it will rise? Just suppose perhaps the baking powder isn't good? I used it out of the new can. And Mrs. Lynde says you can never be sure of getting good baking powder nowadays when everything is so adulterated. Mrs. Lynde says the Government ought to take the matter up, but she says we'll never see the day when a Tory Government will do it. Marilla, what if that cake doesn't rise?",Anne Shirley,Marilla Cuthbert,NO MONOLOGUE,0,21,Implicit,
1084,1084,1085, was Marilla's unimpassioned way of looking at the subject.,We'll have plenty without it,Marilla Cuthbert,Anne Shirley,NO MONOLOGUE,0,21,Explicit,was Marillas unimpassioned way of looking at the subject
1086,1086,1087, she said. ,"You'll be using the best tea set, of course, Marilla, /newquote Can I fix the table with ferns and wild roses?",Anne Shirley,Marilla Cuthbert,NO MONOLOGUE,0,21,Anaphoric,she said
1087,1087,1088, sniffed Marilla. ,"I think that's all nonsense, /newquote In my opinion it's the eatables that matter and not flummery decorations.",Marilla Cuthbert,Anne Shirley,NO MONOLOGUE,0,21,Explicit,sniffed Marilla
1088,1088,1089," said Anne, who was not entirely guiltless of the wisdom of the serpent, ","Mrs. Barry had _her_ table decorated, /newquote and the minister paid her an elegant compliment. He said it was a feast for the eye as well as the palate.",Anne Shirley,Marilla Cuthbert,NO MONOLOGUE,0,21,Explicit,said Anne
1089,1089,1090," said Marilla, who was quite determined not to be surpassed by Mrs. Barry or anybody else. ","Well, do as you like, /newquote Only mind you leave enough room for the dishes and the food.",Marilla Cuthbert,Anne Shirley,NO MONOLOGUE,0,21,Explicit,said Marilla
1108,1108,1109," sobbed Anne, without looking up, ","Oh, Marilla, /newquote I'm disgraced forever. I shall never be able to live this down. It will get out--things always do get out in Avonlea. Diana will ask me how my cake turned out and I shall have to tell her the truth. I shall always be pointed at as the girl who flavored a cake with anodyne liniment. Gil--the boys in school will never get over laughing at it. Oh, Marilla, if you have a spark of Christian pity don't tell me that I must go down and wash the dishes after this. I'll wash them when the minister and his wife are gone, but I cannot ever look Mrs. Allan in the face again. Perhaps she'll think I tried to poison her. Mrs. Lynde says she knows an orphan girl who tried to poison her benefactor. But the liniment isn't poisonous. It's meant to be taken internally--although not in cakes. Won't you tell Mrs. Allan so, Marilla?",Anne Shirley,Marilla Cuthbert,NO MONOLOGUE,0,21,Explicit,sobbed Anne
1109,1109,1110, said a merry voice.,"Suppose you jump up and tell her so yourself,",Mrs. Allan,Anne Shirley,NO MONOLOGUE,0,21,Anaphoric,said a merry voice
1111,1111,1112," she said, genuinely disturbed by Anne's tragic face. ","My dear little girl, you mustn't cry like this, /newquote Why, it's all just a funny mistake that anybody might make.",Mrs. Allan,Anne Shirley,NO MONOLOGUE,0,21,Anaphoric,she said
1112,1112,1113, said Anne forlornly. ,"Oh, no, it takes me to make such a mistake, /newquote And I wanted to have that cake so nice for you, Mrs. Allan.",Anne Shirley,Mrs. Allan,NO MONOLOGUE,0,21,Explicit,said Anne
1113,1113,1114,NO APPEND,"Yes, I know, dear. And I assure you I appreciate your kindness and thoughtfulness just as much as if it had turned out all right. Now, you mustn't cry any more, but come down with me and show me your flower garden. Miss Cuthbert tells me you have a little plot all your own. I want to see it, for I'm very much interested in flowers.",Mrs. Allan,Anne Shirley,NO MONOLOGUE,0,21,Implicit,
1115,1115,1116,NO APPEND,"Marilla, isn't it nice to think that tomorrow is a new day with no mistakes in it yet?",Anne Shirley,Marilla Cuthbert,NO MONOLOGUE,0,21,Implicit,
1116,1116,1117, said Marilla. ,"I'll warrant you'll make plenty in it, /newquote I never saw your beat for making mistakes, Anne.",Marilla Cuthbert,Anne Shirley,NO MONOLOGUE,0,21,Explicit,said Marilla
