,Unnamed: 0.1,Unnamed: 0,paragraph,append,dialogue,speaker,addressee,subject,sentiment,chapter,syntactic,referringExpression
571,571,571,572,NO APPEND,Time doesn't concern me. Your question seems a little rude. Play the Impromptu.,Edna Pontellier,"['Leonce Pontellier', 'Doctor Mandelet', 'Mademoiselle Reisz']",NO MONOLOGUE,0,0,Implicit,
572,572,572,573,NO APPEND,But you have told me nothing of yourself. What are you doing?,Doctor Mandelet,"['Leonce Pontellier', 'Edna Pontellier', 'Mademoiselle Reisz']",NO MONOLOGUE,0,0,Implicit,
573,573,573,574, laughed Edna. ,Painting! /newquote I am becoming an artist. Think of it!,Edna Pontellier,"['Leonce Pontellier', 'Doctor Mandelet', 'Mademoiselle Reisz']",NO MONOLOGUE,0,0,Explicit,laughed Edna
574,574,574,575,NO APPEND,"Ah! an artist! You have pretensions, Madame.",Doctor Mandelet,"['Leonce Pontellier', 'Edna Pontellier', 'Mademoiselle Reisz']",NO MONOLOGUE,0,0,Implicit,
575,575,575,576,NO APPEND,Why pretensions? Do you think I could not become an artist?,Edna Pontellier,"['Leonce Pontellier', 'Doctor Mandelet', 'Mademoiselle Reisz']",NO MONOLOGUE,0,0,Implicit,
576,576,576,577,NO APPEND,"I do not know you well enough to say. I do not know your talent or your temperament. To be an artist includes much; one must possess many gifts absolute gifts which have not been acquired by one's own effort. And, moreover, to succeed, the artist must possess the courageous soul.",Doctor Mandelet,"['Leonce Pontellier', 'Edna Pontellier', 'Mademoiselle Reisz']",NO MONOLOGUE,0,0,Implicit,
577,577,577,578,NO APPEND,What do you mean by the courageous soul?,Edna Pontellier,"['Leonce Pontellier', 'Doctor Mandelet', 'Mademoiselle Reisz']",NO MONOLOGUE,0,0,Implicit,
578,578,578,579,NO APPEND,"Courageous, _ma foi!_ The brave soul. The soul that dares and defies.",Doctor Mandelet,"['Leonce Pontellier', 'Edna Pontellier', 'Mademoiselle Reisz']",NO MONOLOGUE,0,0,Implicit,
579,579,579,580,NO APPEND,Show me the letter and play for me the Impromptu. You see that I have persistence. Does that quality count for anything in art?,Edna Pontellier,"['Leonce Pontellier', 'Doctor Mandelet', 'Mademoiselle Reisz']",NO MONOLOGUE,0,0,Implicit,
580,580,580,581," replied Mademoiselle, with her wriggling laugh.","It counts with a foolish old woman whom you have captivated,",Mademoiselle Reisz,"['Leonce Pontellier', 'Doctor Mandelet', 'Edna Pontellier']",NO MONOLOGUE,0,0,Explicit,replied Mademoiselle
585,585,585,586,"Edna was sobbing, just as she had wept one midnight at Grand Isle when strange, new voices awoke in her. She arose in some agitation to take her departure.  /newquote  she asked at the threshold.","May I come again, Mademoiselle?",Edna Pontellier,Mademoiselle Reisz,NO MONOLOGUE,0,0,Anaphoric,she asked
586,586,586,587,NO APPEND,Come whenever you feel like it. Be careful; the stairs and landings are dark; don't stumble.,Mademoiselle Reisz,Edna Pontellier,NO MONOLOGUE,0,0,Implicit,
591,591,591,592," He was quite portly, with a profusion of gray hair, and small blue eyes which age had robbed of much of their brightness but none of their penetration.","Ah, Pontellier! Not sick, I hope. Come and have a seat. What news do you bring this morning?",Doctor Mandelet,Leonce Pontellier,NO MONOLOGUE,0,0,Implicit,
592,592,592,593,NO APPEND,"Oh! I'm never sick, Doctor. You know that I come of tough fiber of that old Creole race of Pontelliers that dry up and finally blow away. I came to consult no, not precisely to consult to talk to you about Edna. I don't know what ails her.",Leonce Pontellier,Doctor Mandelet,NO MONOLOGUE,0,0,Implicit,
593,593,593,594, marveled the Doctor. ,"Madame Pontellier not well, /newquote Why, I saw her I think it was a week ago walking along Canal Street, the picture of health, it seemed to me.",Doctor Mandelet,Leonce Pontellier,NO MONOLOGUE,0,0,Explicit,marveled the Doctor
594,594,594,595," said Mr. Pontellier, leaning forward and whirling his stick between his two hands; ","Yes, yes; she seems quite well, /newquote but she doesn't act well. She's odd, she's not like herself. I can't make her out, and I thought perhaps you'd help me.",Leonce Pontellier,Doctor Mandelet,NO MONOLOGUE,0,0,Explicit,said Mr Pontellier
595,595,595,596, inquired the Doctor.,How does she act?,Doctor Mandelet,Leonce Pontellier,NO MONOLOGUE,0,0,Explicit,inquired the Doctor
596,596,596,597," said Mr. Pontellier, throwing himself back in his chair. ","Well, it isn't easy to explain, /newquote She lets the housekeeping go to the dickens.",Leonce Pontellier,Doctor Mandelet,NO MONOLOGUE,0,0,Explicit,said Mr Pontellier
597,597,597,598,NO APPEND,"Well, well; women are not all alike, my dear Pontellier. We've got to consider ",Doctor Mandelet,Leonce Pontellier,NO MONOLOGUE,0,0,Implicit,
598,598,598,599, he went on nervously. ,"I know that; I told you I couldn't explain. Her whole attitude toward me and everybody and everything has changed. You know I have a quick temper, but I don't want to quarrel or be rude to a woman, especially my wife; yet I'm driven to it, and feel like ten thousand devils after I've made a fool of myself. She's making it devilishly uncomfortable for me, /newquote She's got some sort of notion in her head concerning the eternal rights of women; and you understand we meet in the morning at the breakfast table.",Leonce Pontellier,Doctor Mandelet,NO MONOLOGUE,0,0,Anaphoric,he went on
600,600,600,601,NO APPEND,"What have you been doing to her, Pontellier?",Leonce Pontellier,Doctor Mandelet,NO MONOLOGUE,0,0,Implicit,
601,601,601,602,NO APPEND,Doing! _Parbleu!_,Leonce Pontellier,Doctor Mandelet,NO MONOLOGUE,0,0,Implicit,
602,602,602,603," asked the Doctor, with a smile, ","Has she, /newquote has she been associating of late with a circle of pseudo-intellectual women super-spiritual superior beings? My wife has been telling me about them.",Doctor Mandelet,Leonce Pontellier,NO MONOLOGUE,0,0,Explicit,asked the Doctor
603,603,603,604," broke in Mr. Pontellier, ","That's the trouble, /newquote she hasn't been associating with any one. She has abandoned her Tuesdays at home, has thrown over all her acquaintances, and goes tramping about by herself, moping in the street-cars, getting in after dark. I tell you she's peculiar. I don't like it; I feel a little worried over it.",Leonce Pontellier,Doctor Mandelet,NO MONOLOGUE,0,0,Explicit,broke in Mr Pontellier
604,604,604,605,"This was a new aspect for the Doctor.  /newquote  he asked, seriously. ","Nothing hereditary? /newquote Nothing peculiar about her family antecedents, is there?",Doctor Mandelet,Leonce Pontellier,NO MONOLOGUE,0,0,Anaphoric,he asked
605,605,605,606,NO APPEND,"Oh, no, indeed! She comes of sound old Presbyterian Kentucky stock. The old gentleman, her father, I have heard, used to atone for his weekday sins with his Sunday devotions. I know for a fact, that his race horses literally ran away with the prettiest bit of Kentucky farming land I ever laid eyes upon. Margaret you know Margaret she has all the Presbyterianism undiluted. And the youngest is something of a vixen. By the way, she gets married in a couple of weeks from now.",Leonce Pontellier,Doctor Mandelet,NO MONOLOGUE,0,0,Implicit,
606,606,606,607," exclaimed the Doctor, foreseeing a happy solution. ","Send your wife up to the wedding, /newquote Let her stay among her own people for a while; it will do her good.",Doctor Mandelet,Leonce Pontellier,NO MONOLOGUE,0,0,Explicit,exclaimed the Doctor
607,607,607,608," exclaimed Mr. Pontellier, fuming anew at the recollection.",That's what I want her to do. She won't go to the marriage. She says a wedding is one of the most lamentable spectacles on earth. Nice thing for a woman to say to her husband!,Leonce Pontellier,Doctor Mandelet,NO MONOLOGUE,0,0,Explicit,exclaimed Mr Pontellier
608,608,608,609," said the Doctor, after a moment's reflection, ","Pontellier, /newquote let your wife alone for a while. Don't bother her, and don't let her bother you. Woman, my dear friend, is a very peculiar and delicate organism a sensitive and highly organized woman, such as I know Mrs. Pontellier to be, is especially peculiar. It would require an inspired psychologist to deal successfully with them. And when ordinary fellows like you and me attempt to cope with their idiosyncrasies the result is bungling. Most women are moody and whimsical. This is some passing whim of your wife, due to some cause or causes which you and I needn't try to fathom. But it will pass happily over, especially if you let her alone. Send her around to see me.",Doctor Mandelet,Leonce Pontellier,NO MONOLOGUE,0,0,Explicit,said the Doctor
609,609,609,610, objected Mr. Pontellier.,"Oh! I couldn't do that; there'd be no reason for it,",Leonce Pontellier,Doctor Mandelet,NO MONOLOGUE,0,0,Explicit,objected Mr Pontellier
610,610,610,611, said the Doctor. ,"Then I'll go around and see her, /newquote I'll drop in to dinner some evening _en bon ami_.",Doctor Mandelet,Leonce Pontellier,NO MONOLOGUE,0,0,Explicit,said the Doctor
611,611,611,612," urged Mr. Pontellier.  /newquote  he asked, rising to take his leave.","Do! by all means, /newquote What evening will you come? Say Thursday. Will you come Thursday?",Leonce Pontellier,Doctor Mandelet,NO MONOLOGUE,0,0,Anaphoric,he asked
612,612,612,613,NO APPEND,"Very well; Thursday. My wife may possibly have some engagement for me Thursday. In case she has, I shall let you know. Otherwise, you may expect me.",Doctor Mandelet,Leonce Pontellier,NO MONOLOGUE,0,0,Implicit,
614,614,614,615, he laughed.,"I am going to New York on business very soon. I have a big scheme on hand, and want to be on the field proper to pull the ropes and handle the ribbons. We'll let you in on the inside if you say so, Doctor,",Leonce Pontellier,Doctor Mandelet,NO MONOLOGUE,0,0,Explicit,Mr Pontellier turned before leaving to say
615,615,615,616, returned the Doctor. ,"No, I thank you, my dear sir, /newquote I leave such ventures to you younger men with the fever of life still in your blood.",Doctor Mandelet,Leonce Pontellier,NO MONOLOGUE,0,0,Explicit,returned the Doctor
616,616,616,617," continued Mr. Pontellier, with his hand on the knob; ","What I wanted to say, /newquote I may have to be absent a good while. Would you advise me to take Edna along?",Leonce Pontellier,Doctor Mandelet,NO MONOLOGUE,0,0,Explicit,continued Mr Pontellier
617,617,617,618,NO APPEND,"By all means, if she wishes to go. If not, leave her here. Don't contradict her. The mood will pass, I assure you. It may take a month, two, three months possibly longer, but it will pass; have patience.",Doctor Mandelet,Leonce Pontellier,NO MONOLOGUE,0,0,Implicit,
618,618,618,619," said Mr. Pontellier, as he let himself out.","Well, good-by, _  jeudi_,",Leonce Pontellier,Doctor Mandelet,NO MONOLOGUE,0,0,Explicit,said Mr Pontellier
628,628,628,629,NO APPEND,"It's a pity Mr. Pontellier doesn't stay home more in the evenings. I think you would be more well, if you don't mind my saying it more united, if he did.",Madame Ratignolle,"['Leonce Pontellier', 'Edna Pontellier']",NO MONOLOGUE,0,0,Anaphoric,she was frank enough to tell Edna
629,629,629,630," said Edna, with a blank look in her eyes. ",Oh! dear no! /newquote What should I do if he stayed home? We wouldn't have anything to say to each other.,Edna Pontellier,"['Leonce Pontellier', 'Madame Ratignolle']",NO MONOLOGUE,0,0,Explicit,said Edna
632,632,632,633,"When Doctor Mandelet dined with the Pontelliers on Thursday he could discern in Mrs. Pontellier no trace of that morbid condition which her husband had reported to him. She was excited and in a manner radiant. She and her father had been to the race course, and their thoughts when they seated themselves at table were still occupied with the events of the afternoon, and their talk was still of the track. The Doctor had not kept pace with turf affairs. He had certain recollections of racing in what he called  /newquote  when the Lecompte stables flourished, and he drew upon this fund of memories so that he might not be left out and seem wholly devoid of the modern spirit. But he failed to impose upon the Colonel, and was even far from impressing him with this trumped-up knowledge of bygone days. Edna had staked her father on his last venture, with the most gratifying results to both of them. Besides, they had met some very charming people, according to the Colonel's impressions. Mrs. Mortimer Merriman and Mrs. James Highcamp, who were there with Alc e Arobin, had joined them and had enlivened the hours in a fashion that warmed him to think of.",the good old times,Leonce Pontellier,[],NO MONOLOGUE,0,0,Anaphoric,he read
640,640,640,641, he muttered to himself as he walked. ,"I hope it isn't Arobin, /newquote I hope to heaven it isn't Alc e Arobin.",Doctor Mandelet,Doctor Mandelet,NO MONOLOGUE,0,0,Anaphoric,he muttered to himself
645,645,645,646, asserted the Colonel. ,"You are too lenient, too lenient by far, L once, /newquote Authority, coercion are what is needed. Put your foot down good and hard; the only way to manage a wife. Take my word for it.",The Colonel,Leonce Pontellier,NO MONOLOGUE,0,0,Explicit,asserted the Colonel
648,648,648,649,"But after all, a radiant peace settled upon her when she at last found herself alone. Even the children were gone. Old Madame Pontellier had come herself and carried them off to Iberville with their quadroon. The old madame did not venture to say she was afraid they would be neglected during L once's absence; she hardly ventured to think so. She was hungry for them even a little fierce in her attachment. She did not want them to be wholly  /newquote  she always said when begging to have them for a space. She wished them to know the country, with its streams, its fields, its woods, its freedom, so delicious to the young. She wished them to taste something of the life their father had lived and known and loved when he, too, was a little child.","children of the pavement,",Madame Ratignolle,Robert Lebrun,NO MONOLOGUE,0,0,Anaphoric,she broke
662,662,662,663,"The dinner was quiet and uninteresting, save for the cheerful efforts of Arobin to enliven things. Mrs. Highcamp deplored the absence of her daughter from the races, and tried to convey to her what she had missed by going to the  /newquote  instead of joining them. The girl held a geranium leaf up to her nose and said nothing, but looked knowing and noncommittal. Mr. Highcamp was a plain, bald-headed man, who only talked under compulsion. He was unresponsive. Mrs. Highcamp was full of delicate courtesy and consideration toward her husband. She addressed most of her conversation to him at table. They sat in the library after dinner and read the evening papers together under the droplight; while the younger people went into the drawing-room near by and talked. Miss Highcamp played some selections from Grieg upon the piano. She seemed to have apprehended all of the composer's coldness and none of his poetry. While Edna listened she could not help wondering if she had lost her taste for music.",Dante reading,Alcee Arobin,Edna Pontellier,NO MONOLOGUE,0,0,Implicit,
667,667,667,668,NO APPEND,What a pity that so much talent has been neglected! but I must go.,,Robert Lebrun,NO MONOLOGUE,0,0,Anaphoric,she remarked
673,673,673,674, she said. ,"The sight of a wound or scar always agitates and sickens me, /newquote I shouldn't have looked at it.",Edna Pontellier,[],NO MONOLOGUE,0,0,Anaphoric,she said
674,674,674,675," he entreated, following her; ","I beg your pardon, /newquote it never occurred to me that it might be repulsive.",,Edna Pontellier,NO MONOLOGUE,0,0,Anaphoric,he entreated
676,676,676,677, he asked.,Will you go to the races again?,Alcee Arobin,Edna Pontellier,NO MONOLOGUE,0,0,Anaphoric,he asked
677,677,677,678, she said. ,"No, /newquote I've had enough of the races. I don't want to lose all the money I've won, and I've got to work when the weather is bright, instead of ",Edna Pontellier,Alcee Arobin,NO MONOLOGUE,0,0,Anaphoric,she said
678,678,678,679,NO APPEND,Yes; work; to be sure. You promised to show me your work. What morning may I come up to your atelier? To-morrow?,Alcee Arobin,Edna Pontellier,NO MONOLOGUE,0,0,Implicit,
679,679,679,680,NO APPEND,No!,Edna Pontellier,Alcee Arobin,NO MONOLOGUE,0,0,Explicit,Edna hastened to say
680,680,680,681,NO APPEND,Day after?,Alcee Arobin,Edna Pontellier,NO MONOLOGUE,0,0,Implicit,
681,681,681,682,NO APPEND,"No, no.",Edna Pontellier,Alcee Arobin,NO MONOLOGUE,0,0,Implicit,
682,682,682,683,NO APPEND,"Oh, please don't refuse me! I know something of such things. I might help you with a stray suggestion or two.",Alcee Arobin,Edna Pontellier,NO MONOLOGUE,0,0,Implicit,
683,683,683,684," she went on in a high, excited pitch, attempting to draw away her hand. She felt that her words lacked dignity and sincerity, and she knew that he felt it.","No. Good night. Why don't you go after you have said good night? I don't like you,",Edna Pontellier,Alcee Arobin,NO MONOLOGUE,0,0,Anaphoric,she went on
684,684,684,685, And he bent and pressed his lips upon her hand as if he wished never more to withdraw them.,I'm sorry you don't like me. I'm sorry I offended you. How have I offended you? What have I done? Can't you forgive me?,Alcee Arobin,Edna Pontellier,NO MONOLOGUE,0,0,Implicit,
685,685,685,686," she complained,  /newquote  She spoke in a monotonous, dull tone. He took his hat from the table, and stood with eyes turned from her, looking into the dying fire. For a moment or two he kept an impressive silence.","Mr. Arobin, /newquote I'm greatly upset by the excitement of the afternoon; I'm not myself. My manner must have misled you in some way. I wish you to go, please.",Edna Pontellier,Alcee Arobin,NO MONOLOGUE,0,0,Anaphoric,she complained
686,686,686,687, he said finally. ,"Your manner has not misled me, Mrs. Pontellier, /newquote My own emotions have done that. I couldn't help it. When I'm near you, how could I help it? Don't think anything of it, don't bother, please. You see, I go when you command me. If you wish me to stay away, I shall do so. If you let me come back, I oh! you will let me come back?",Alcee Arobin,Edna Pontellier,NO MONOLOGUE,0,0,Anaphoric,he said
697,697,697,698," exclaimed Mademoiselle, rising from her knees before the stove. ",Ah! here comes the sunlight! /newquote Now it will be warm and bright enough; I can let the fire alone.,Mademoiselle Reisz,Edna Pontellier,NO MONOLOGUE,0,0,Explicit,exclaimed Mademoiselle
699,699,699,700, A piece of red flannel was wrapped around Mademoiselle's throat; a stiff neck compelled her to hold her head on one side.,You are cold; you look miserable. The chocolate will soon be hot. But would you rather have a taste of brandy? I have scarcely touched the bottle which you brought me for my cold.,Mademoiselle Reisz,Edna Pontellier,NO MONOLOGUE,0,0,Implicit,
700,700,700,701," said Edna, shivering as she removed her gloves and overshoes. She drank the liquor from the glass as a man would have done. Then flinging herself upon the uncomfortable sofa she said, ","I will take some brandy, /newquote Mademoiselle, I am going to move away from my house on Esplanade Street.",Edna Pontellier,Mademoiselle Reisz,NO MONOLOGUE,0,0,Explicit,said Edna
701,701,701,702," ejaculated the musician, neither surprised nor especially interested. Nothing ever seemed to astonish her very much. She was endeavoring to adjust the bunch of violets which had become loose from its fastening in her hair. Edna drew her down upon the sofa, and taking a pin from her own hair, secured the shabby artificial flowers in their accustomed place.",Ah!,Mademoiselle Reisz,Edna Pontellier,NO MONOLOGUE,0,0,Implicit,
702,702,702,703,NO APPEND,Aren't you astonished?,Edna Pontellier,Mademoiselle Reisz,NO MONOLOGUE,0,0,Implicit,
703,703,703,704,NO APPEND,Passably. Where are you going? to New York? to Iberville? to your father in Mississippi? where?,Mademoiselle Reisz,Edna Pontellier,NO MONOLOGUE,0,0,Implicit,
704,704,704,705," laughed Edna, ","Just two steps away, /newquote in a little four-room house around the corner. It looks so cozy, so inviting and restful, whenever I pass by; and it's for rent. I'm tired looking after that big house. It never seemed like mine, anyway like home. It's too much trouble. I have to keep too many servants. I am tired bothering with them.",Edna Pontellier,Mademoiselle Reisz,NO MONOLOGUE,0,0,Explicit,laughed Edna
705,705,705,706, Edna did not protest or endeavor to justify herself.,"That is not your true reason, _ma belle_. There is no use in telling me lies. I don't know your reason, but you have not told me the truth.",Mademoiselle Reisz,Edna Pontellier,NO MONOLOGUE,0,0,Implicit,
706,706,706,707,NO APPEND,"The house, the money that provides for it, are not mine. Isn't that enough reason?",Edna Pontellier,Mademoiselle Reisz,NO MONOLOGUE,0,0,Implicit,
707,707,707,708," returned Mademoiselle, with a shrug and a malicious elevation of the eyebrows.","They are your husband's,",Mademoiselle Reisz,Edna Pontellier,NO MONOLOGUE,0,0,Explicit,returned Mademoiselle
708,708,708,709,NO APPEND,"Oh! I see there is no deceiving you. Then let me tell you: It is a caprice. I have a little money of my own from my mother's estate, which my father sends me by driblets. I won a large sum this winter on the races, and I am beginning to sell my sketches. Laidpore is more and more pleased with my work; he says it grows in force and individuality. I cannot judge of that myself, but I feel that I have gained in ease and confidence. However, as I said, I have sold a good many through Laidpore. I can live in the tiny house for little or nothing, with one servant. Old Celestine, who works occasionally for me, says she will come stay with me and do my work. I know I shall like it, like the feeling of freedom and independence.",Edna Pontellier,Mademoiselle Reisz,NO MONOLOGUE,0,0,Implicit,
709,709,709,710,NO APPEND,What does your husband say?,Mademoiselle Reisz,Edna Pontellier,NO MONOLOGUE,0,0,Implicit,
710,710,710,711,NO APPEND,"I have not told him yet. I only thought of it this morning. He will think I am demented, no doubt. Perhaps you think so.",Edna Pontellier,Mademoiselle Reisz,NO MONOLOGUE,0,0,Implicit,
711,711,711,712,Mademoiselle shook her head slowly.  /newquote  she said.,"Your reason is not yet clear to me,",Mademoiselle Reisz,Edna Pontellier,NO MONOLOGUE,0,0,Anaphoric,she said
713,713,713,714, Edna exclaimed.  /newquote  And she uttered a sigh that came from the very depths of her being.,"I shall give a grand dinner before I leave the old house! /newquote You will have to come to it, Mademoiselle. I will give you everything that you like to eat and to drink. We shall sing and laugh and be merry for once.",Edna Pontellier,Mademoiselle Reisz,NO MONOLOGUE,0,0,Explicit,Edna exclaimed
716,716,716,717," she exclaimed, her eyes filled with delight. ","Another! so soon! /newquote Tell me, Mademoiselle, does he know that I see his letters?",Edna Pontellier,Mademoiselle Reisz,NO MONOLOGUE,0,0,Anaphoric,she exclaimed
717,717,717,718,NO APPEND,"Never in the world! He would be angry and would never write to me again if he thought so. Does he write to you? Never a line. Does he send you a message? Never a word. It is because he loves you, poor fool, and is trying to forget you, since you are not free to listen to him or to belong to him.",Mademoiselle Reisz,Edna Pontellier,NO MONOLOGUE,0,0,Implicit,
718,718,718,719,NO APPEND,"Why do you show me his letters, then?",Edna Pontellier,Mademoiselle Reisz,NO MONOLOGUE,0,0,Implicit,
719,719,719,720," and Mademoiselle approached her beloved instrument and began to play. Edna did not at once read the letter. She sat holding it in her hand, while the music penetrated her whole being like an effulgence, warming and brightening the dark places of her soul. It prepared her for joy and exultation.","Haven't you begged for them? Can I refuse you anything? Oh! you cannot deceive me,",Mademoiselle Reisz,Edna Pontellier,NO MONOLOGUE,0,0,Implicit,
720,720,720,721," she exclaimed, letting the letter fall to the floor.  /newquote  She went and grasped Mademoiselle's hands up from the keys. ",Oh! /newquote Why did you not tell me? /newquote Oh! unkind! malicious! Why did you not tell me?,Edna Pontellier,Mademoiselle Reisz,NO MONOLOGUE,0,0,Anaphoric,she exclaimed
721,721,721,722,NO APPEND,"That he was coming back? No great news, _ma foi_. I wonder he did not come long ago.",Mademoiselle Reisz,Edna Pontellier,NO MONOLOGUE,0,0,Implicit,
722,722,722,723," cried Edna, impatiently. ","But when, when? /newquote He does not say when.",Edna Pontellier,Mademoiselle Reisz,NO MONOLOGUE,0,0,Explicit,cried Edna
723,723,723,724,NO APPEND,He says  very soon.' You know as much about it as I do; it is all in the letter.,Mademoiselle Reisz,Edna Pontellier,NO MONOLOGUE,0,0,Implicit,
724,724,724,725," and she snatched the letter from the floor and turned the pages this way and that way, looking for the reason, which was left untold.","But why? Why is he coming? Oh, if I thought ",Edna Pontellier,Mademoiselle Reisz,NO MONOLOGUE,0,0,Implicit,
725,725,725,726," said Mademoiselle, turning on the stool and pressing her wiry hands between her knees as she looked down at Edna, who sat on the floor holding the letter, ","If I were young and in love with a man, /newquote it seems to me he would have to be some _grand esprit;_ a man with lofty aims and ability to reach them; one who stood high enough to attract the notice of his fellow-men. It seems to me if I were young and in love I should never deem a man of ordinary caliber worthy of my devotion.",Mademoiselle Reisz,Edna Pontellier,NO MONOLOGUE,0,0,Explicit,said Mademoiselle
726,726,726,727," went on Edna, clasping her knees and looking up into Mademoiselle's twisted face, ","Now it is you who are telling lies and seeking to deceive me, Mademoiselle; or else you have never been in love, and know nothing about it. Why, /newquote do you suppose a woman knows why she loves? Does she select? Does she say to herself:  Go to! Here is a distinguished statesman with presidential possibilities; I shall proceed to fall in love with him.' Or,  I shall set my heart upon this musician, whose fame is on every tongue?' Or,  This financier, who controls the world's money markets?'",Edna Pontellier,Mademoiselle Reisz,NO MONOLOGUE,0,0,Explicit,went on Edna
727,727,727,728,NO APPEND,"You are purposely misunderstanding me, _ma reine_. Are you in love with Robert?",Mademoiselle Reisz,Edna Pontellier,NO MONOLOGUE,0,0,Implicit,
728,728,728,729," said Edna. It was the first time she had admitted it, and a glow overspread her face, blotching it with red spots.","Yes,",Edna Pontellier,Mademoiselle Reisz,NO MONOLOGUE,0,0,Anaphoric,he answered
729,729,729,730, asked her companion. ,Why? /newquote Why do you love him when you ought not to?,Mademoiselle Reisz,Edna Pontellier,NO MONOLOGUE,0,0,Anaphoric,asked her companion
731,731,731,732,NO APPEND,"Why? Because his hair is brown and grows away from his temples; because he opens and shuts his eyes, and his nose is a little out of drawing; because he has two lips and a square chin, and a little finger which he can't straighten from having played baseball too energetically in his youth. Because ",Mademoiselle Reisz,[],NO MONOLOGUE,0,0,Implicit,
732,732,732,733, laughed Mademoiselle.  /newquote  she asked.,"Because you do, in short, /newquote What will you do when he comes back?",Mademoiselle Reisz,[],NO MONOLOGUE,0,0,Anaphoric,she asked
733,733,733,734,NO APPEND,"Do? Nothing, except feel glad and happy to be alive.",Mademoiselle Reisz,[],NO MONOLOGUE,0,0,Implicit,
738,738,738,739," asked Arobin that evening.  /newquote  Edna was tired by that time, and was reclining on the lounge before the fire.",What is the matter with you? /newquote I never found you in such a happy mood.,Alcee Arobin,Edna Pontellier,NO MONOLOGUE,0,0,Explicit,asked Arobin
739,739,739,740,NO APPEND,Don't you know the weather prophet has told us we shall see the sun pretty soon?,Edna Pontellier,Alcee Arobin,NO MONOLOGUE,0,0,Implicit,
740,740,740,741," he acquiesced.  /newquote  He sat close to her on a low tabouret, and as he spoke his fingers lightly touched the hair that fell a little over her forehead. She liked the touch of his fingers through her hair, and closed her eyes sensitively.","Well, that ought to be reason enough, /newquote You wouldn't give me another if I sat here all night imploring you.",Alcee Arobin,Edna Pontellier,NO MONOLOGUE,0,0,Anaphoric,he acquiesced
741,741,741,742," she said, ","One of these days, /newquote I'm going to pull myself together for a while and think try to determine what character of a woman I am; for, candidly, I don't know. By all the codes which I am acquainted with, I am a devilishly wicked specimen of the sex. But some way I can't convince myself that I am. I must think about it.",Edna Pontellier,Alcee Arobin,NO MONOLOGUE,0,0,Anaphoric,she said
742,742,742,743," His fingers strayed occasionally down to her warm, smooth cheeks and firm chin, which was growing a little full and double.",Don't. What's the use? Why should you bother thinking about it when I can tell you what manner of woman you are.,Alcee Arobin,Edna Pontellier,NO MONOLOGUE,0,0,Implicit,
743,743,743,744,NO APPEND,"Oh, yes! You will tell me that I am adorable; everything that is captivating. Spare yourself the effort.",Edna Pontellier,Alcee Arobin,NO MONOLOGUE,0,0,Implicit,
744,744,744,745,NO APPEND,"No; I shan't tell you anything of the sort, though I shouldn't be lying if I did.",Alcee Arobin,Edna Pontellier,NO MONOLOGUE,0,0,Implicit,
745,745,745,746, she asked irrelevantly.,Do you know Mademoiselle Reisz?,Edna Pontellier,Alcee Arobin,NO MONOLOGUE,0,0,Anaphoric,she asked
746,746,746,747,NO APPEND,The pianist? I know her by sight. I've heard her play.,Alcee Arobin,Edna Pontellier,NO MONOLOGUE,0,0,Implicit,
747,747,747,748,NO APPEND,She says queer things sometimes in a bantering way that you don't notice at the time and you find yourself thinking about afterward.,Edna Pontellier,Alcee Arobin,NO MONOLOGUE,0,0,Implicit,
748,748,748,749,NO APPEND,For instance?,Alcee Arobin,Edna Pontellier,NO MONOLOGUE,0,0,Implicit,
749,749,749,750,NO APPEND,"Well, for instance, when I left her to-day, she put her arms around me and felt my shoulder blades, to see if my wings were strong, she said.  The bird that would soar above the level plain of tradition and prejudice must have strong wings. It is a sad spectacle to see the weaklings bruised, exhausted, fluttering back to earth.'",Edna Pontellier,Alcee Arobin,NO MONOLOGUE,0,0,Implicit,
750,750,750,751,NO APPEND,Whither would you soar?,Alcee Arobin,Edna Pontellier,NO MONOLOGUE,0,0,Implicit,
751,751,751,752,NO APPEND,I'm not thinking of any extraordinary flights. I only half comprehend her.,Edna Pontellier,Alcee Arobin,NO MONOLOGUE,0,0,Implicit,
752,752,752,753, said Arobin.,"I've heard she's partially demented,",Alcee Arobin,Edna Pontellier,NO MONOLOGUE,0,0,Explicit,said Arobin
753,753,753,754, Edna replied.,"She seems to me wonderfully sane,",Edna Pontellier,Alcee Arobin,NO MONOLOGUE,0,0,Explicit,Edna replied
754,754,754,755,NO APPEND,I'm told she's extremely disagreeable and unpleasant. Why have you introduced her at a moment when I desired to talk of you?,Alcee Arobin,Edna Pontellier,NO MONOLOGUE,0,0,Implicit,
755,755,755,756," cried Edna, clasping her hands beneath her head; ","Oh! talk of me if you like, /newquote but let me think of something else while you do.",Edna Pontellier,Alcee Arobin,NO MONOLOGUE,0,0,Explicit,cried Edna
756,756,756,757," She only looked at him and smiled. His eyes were very near. He leaned upon the lounge with an arm extended across her, while the other hand still rested upon her hair. They continued silently to look into each other's eyes. When he leaned forward and kissed her, she clasped his head, holding his lips to hers.","I'm jealous of your thoughts to-night. They're making you a little kinder than usual; but some way I feel as if they were wandering, as if they were not here with me.",Alcee Arobin,Edna Pontellier,NO MONOLOGUE,0,0,Implicit,
