,Unnamed: 0.1,Unnamed: 0,paragraph,append,dialogue,speaker,addressee,subject,sentiment,chapter,syntactic,referringExpression
598,598,598,599,"There had been a time, Mrs Smith told her, when her spirits had nearly failed.  She could not call herself an invalid now, compared with her state on first reaching Bath.  Then she had, indeed, been a pitiable object; for she had caught cold on the journey, and had hardly taken possession of her lodgings before she was again confined to her bed and suffering under severe and constant pain; and all this among strangers, with the absolute necessity of having a regular nurse, and finances at that moment particularly unfit to meet any extraordinary expense.  She had weathered it, however, and could truly say that it had done her good.  It had increased her comforts by making her feel herself to be in good hands.  She had seen too much of the world, to expect sudden or disinterested attachment anywhere, but her illness had proved to her that her landlady had a character to preserve, and would not use her ill; and she had been particularly fortunate in her nurse, as a sister of her landlady, a nurse by profession, and who had always a home in that house when unemployed, chanced to be at liberty just in time to attend her.   /newquote  said Mrs Smith, ","And she, /newquote besides nursing me most admirably, has really proved an invaluable acquaintance.  As soon as I could use my hands she taught me to knit, which has been a great amusement; and she put me in the way of making these little thread-cases, pin-cushions and card-racks, which you always find me so busy about, and which supply me with the means of doing a little good to one or two very poor families in this neighbourhood.  She had a large acquaintance, of course professionally, among those who can afford to buy, and she disposes of my merchandise.  She always takes the right time for applying.  Everybody's heart is open, you know, when they have recently escaped from severe pain, or are recovering the blessing of health, and Nurse Rooke thoroughly understands when to speak.  She is a shrewd, intelligent, sensible woman.  Hers is a line for seeing human nature; and she has a fund of good sense and observation, which, as a companion, make her infinitely superior to thousands of those who having only received 'the best education in the world,' know nothing worth attending to.  Call it gossip, if you will, but when Nurse Rooke has half an hour's leisure to bestow on me, she is sure to have something to relate that is entertaining and profitable: something that makes one know one's species better.  One likes to hear what is going on, to be au fait as to the newest modes of being trifling and silly.  To me, who live so much alone, her conversation, I assure you, is a treat.",Mrs Smith,Anne Elliot,NO MONOLOGUE,0,17,Explicit,said Mrs Smith
599,599,599,600,"Anne, far from wishing to cavil at the pleasure, replied, ","I can easily believe it.  Women of that class have great opportunities, and if they are intelligent may be well worth listening to.  Such varieties of human nature as they are in the habit of witnessing!  And it is not merely in its follies, that they are well read; for they see it occasionally under every circumstance that can be most interesting or affecting.  What instances must pass before them of ardent, disinterested, self-denying attachment, of heroism, fortitude, patience, resignation:  of all the conflicts and all the sacrifices that ennoble us most.  A sick chamber may often furnish the worth of volumes.",Anne Elliot,Mrs Smith,NO MONOLOGUE,0,17,Explicit,Anne far from wishing to cavil at the pleasure replied
600,600,600,601," said Mrs Smith more doubtingly,  /newquote  (speaking low and tremulously) ","Yes, /newquote sometimes it may, though I fear its lessons are not often in the elevated style you describe.  Here and there, human nature may be great in times of trial; but generally speaking, it is its weakness and not its strength that appears in a sick chamber:  it is selfishness and impatience rather than generosity and fortitude, that one hears of.  There is so little real friendship in the world! and unfortunately /newquote there are so many who forget to think seriously till it is almost too late.",Mrs Smith,Anne Elliot,NO MONOLOGUE,0,17,Explicit,said Mrs Smith
602,602,602,603,NO APPEND,"I do not suppose the situation my friend Mrs Rooke is in at present, will furnish much either to interest or edify me.  She is only nursing Mrs Wallis of Marlborough Buildings; a mere pretty, silly, expensive, fashionable woman, I believe; and of course will have nothing to report but of lace and finery.  I mean to make my profit of Mrs Wallis, however.  She has plenty of money, and I intend she shall buy all the high-priced things I have in hand now.",Mrs Smith,"['Mrs Wallis', 'Elizabeth', 'Anne Elliot', 'Sir Walter Elliot']",NO MONOLOGUE,0,17,Anaphoric,she shook it off and soon added
612,612,612,613," said Lady Russell, ","I am no match-maker, as you well know, /newquote being much too well aware of the uncertainty of all human events and calculations. I only mean that if Mr Elliot should some time hence pay his addresses to you, and if you should be disposed to accept him, I think there would be every possibility of your being happy together.  A most suitable connection everybody must consider it, but I think it might be a very happy one.",Lady Russell,"['Anne Elliot', 'Mrs Smith']",NO MONOLOGUE,0,17,Explicit,said Lady Russell
613,613,613,614, said Anne; ,"Mr Elliot is an exceedingly agreeable man, and in many respects I think highly of him, /newquote but we should not suit.",Anne Elliot,"['Lady Russell', 'Mrs Smith']",NO MONOLOGUE,0,17,Explicit,said Anne
614,614,614,615,"Lady Russell let this pass, and only said in rejoinder, ","I own that to be able to regard you as the future mistress of Kellynch, the future Lady Elliot, to look forward and see you occupying your dear mother's place, succeeding to all her rights, and all her popularity, as well as to all her virtues, would be the highest possible gratification to me. You are your mother's self in countenance and disposition; and if I might be allowed to fancy you such as she was, in situation and name, and home, presiding and blessing in the same spot, and only superior to her in being more highly valued!  My dearest Anne, it would give me more delight than is often felt at my time of life!",Lady Russell,"['Anne Elliot', 'Mrs Smith']",NO MONOLOGUE,0,17,Explicit,Lady Russell let this pass and only said
615,615,615,616,"Anne was obliged to turn away, to rise, to walk to a distant table, and, leaning there in pretended employment, try to subdue the feelings this picture excited.  For a few moments her imagination and her heart were bewitched.  The idea of becoming what her mother had been; of having the precious name of  /newquote  first revived in herself; of being restored to Kellynch, calling it her home again, her home for ever, was a charm which she could not immediately resist.  Lady Russell said not another word, willing to leave the matter to its own operation; and believing that, could Mr Elliot at that moment with propriety have spoken for himself!--she believed, in short, what Anne did not believe.  The same image of Mr Elliot speaking for himself brought Anne to composure again.  The charm of Kellynch and of  /newquote  all faded away.  She never could accept him.  And it was not only that her feelings were still adverse to any man save one; her judgement, on a serious consideration of the possibilities of such a case was against Mr Elliot.",Lady Elliot /newquote Lady Elliot,Mrs Smith,"['Anne Elliot', 'Lady Russell']",NO MONOLOGUE,0,17,Explicit,continued Mrs Smith
624,624,624,625,NO APPEND,"A letter from Uppercross Cottage, Sir.",Anne Elliot,Sir Walter Elliot,NO MONOLOGUE,0,18,Implicit,
627,627,627,628,NO APPEND,February 1st.,Sir Walter Elliot,"['Henrietta Musgrove', 'Charles Musgrove', 'Mary Musgrove']",NO MONOLOGUE,0,18,Anaphoric,he observed
628,628,628,629,NO APPEND,"My dear Anne,--I make no apology for my silence, because I know how little people think of letters in such a place as Bath.  You must be a great deal too happy to care for Uppercross, which, as you well know, affords little to write about.  We have had a very dull Christmas; Mr and Mrs Musgrove have not had one dinner party all the holidays.  I do not reckon the Hayters as anybody.  The holidays, however, are over at last:  I believe no children ever had such long ones.  I am sure I had not.  The house was cleared yesterday, except of the little Harvilles; but you will be surprised to hear they have never gone home.  Mrs Harville must be an odd mother to part with them so long.  I do not understand it.  They are not at all nice children, in my opinion; but Mrs Musgrove seems to like them quite as well, if not better, than her grandchildren.  What dreadful weather we have had!  It may not be felt in Bath, with your nice pavements; but in the country it is of some consequence.  I have not had a creature call on me since the second week in January, except Charles Hayter, who had been calling much oftener than was welcome.  Between ourselves, I think it a great pity Henrietta did not remain at Lyme as long as Louisa; it would have kept her a little out of his way.  The carriage is gone to-day, to bring Louisa and the Harvilles to-morrow.  We are not asked to dine with them, however, till the day after, Mrs Musgrove is so afraid of her being fatigued by the journey, which is not very likely, considering the care that will be taken of her; and it would be much more convenient to me to dine there to-morrow.  I am glad you find Mr Elliot so agreeable, and wish I could be acquainted with him too; but I have my usual luck:  I am always out of the way when any thing desirable is going on; always the last of my family to be noticed.  What an immense time Mrs Clay has been staying with Elizabeth!  Does she never mean to go away?  But perhaps if she were to leave the room vacant, we might not be invited.  Let me know what you think of this.  I do not expect my children to be asked, you know.  I can leave them at the Great House very well, for a month or six weeks.  I have this moment heard that the Crofts are going to Bath almost immediately; they think the Admiral gouty.  Charles heard it quite by chance; they have not had the civility to give me any notice, or of offering to take anything.  I do not think they improve at all as neighbours.  We see nothing of them, and this is really an instance of gross inattention.  Charles joins me in love, and everything proper.  Yours affectionately,",Henrietta Musgrove,"['Sir Walter Elliot', 'Charles Musgrove', 'Mary Musgrove']",NO MONOLOGUE,0,18,Explicit,Henrietta suddenly began again with
629,629,629,630,NO APPEND,Mary M---.,Charles Musgrove,"['Sir Walter Elliot', 'Henrietta Musgrove', 'Mary Musgrove']",NO MONOLOGUE,0,18,Explicit,was Charless language
630,630,630,631,NO APPEND,"I am sorry to say that I am very far from well; and Jemima has just told me that the butcher says there is a bad sore-throat very much about.  I dare say I shall catch it; and my sore-throats, you know, are always worse than anybody's.",Mary Musgrove,"['Sir Walter Elliot', 'Henrietta Musgrove', 'Charles Musgrove']",NO MONOLOGUE,0,18,Explicit,cried Mary
632,632,632,633,NO APPEND,"I kept my letter open, that I might send you word how Louisa bore her journey, and now I am extremely glad I did, having a great deal to add. In the first place, I had a note from Mrs Croft yesterday, offering to convey anything to you; a very kind, friendly note indeed, addressed to me, just as it ought; I shall therefore be able to make my letter as long as I like.  The Admiral does not seem very ill, and I sincerely hope Bath will do him all the good he wants.  I shall be truly glad to have them back again.  Our neighbourhood cannot spare such a pleasant family.  But now for Louisa.  I have something to communicate that will astonish you not a little.  She and the Harvilles came on Tuesday very safely, and in the evening we went to ask her how she did, when we were rather surprised not to find Captain Benwick of the party, for he had been invited as well as the Harvilles; and what do you think was the reason?  Neither more nor less than his being in love with Louisa, and not choosing to venture to Uppercross till he had had an answer from Mr Musgrove; for it was all settled between him and her before she came away, and he had written to her father by Captain Harville.  True, upon my honour!  Are not you astonished?  I shall be surprised at least if you ever received a hint of it, for I never did.  Mrs Musgrove protests solemnly that she knew nothing of the matter.  We are all very well pleased, however, for though it is not equal to her marrying Captain Wentworth, it is infinitely better than Charles Hayter; and Mr Musgrove has written his consent, and Captain Benwick is expected to-day.  Mrs Harville says her husband feels a good deal on his poor sister's account; but, however, Louisa is a great favourite with both.  Indeed, Mrs Harville and I quite agree that we love her the better for having nursed her.  Charles wonders what Captain Wentworth will say; but if you remember, I never thought him attached to Louisa; I never could see anything of it.  And this is the end, you see, of Captain Benwick's being supposed to be an admirer of yours.  How Charles could take such a thing into his head was always incomprehensible to me.  I hope he will be more agreeable now.  Certainly not a great match for Louisa Musgrove, but a million times better than marrying among the Hayters.",Henrietta Musgrove,Anne Elliot,NO MONOLOGUE,0,18,Explicit,Henrietta suddenly began again with
649,649,649,650,"Anne was too much engaged with Lady Russell to be often walking herself; but it so happened that one morning, about a week or ten days after the Croft's arrival, it suited her best to leave her friend, or her friend's carriage, in the lower part of the town, and return alone to Camden Place, and in walking up Milsom Street she had the good fortune to meet with the Admiral.  He was standing by himself at a printshop window, with his hands behind him, in earnest contemplation of some print, and she not only might have passed him unseen, but was obliged to touch as well as address him before she could catch his notice.  When he did perceive and acknowledge her, however, it was done with all his usual frankness and good humour.   /newquote  (laughing heartily);  /newquote  (turning away), ","Ha! is it you?  Thank you, thank you.  This is treating me like a friend.  Here I am, you see, staring at a picture.  I can never get by this shop without stopping.  But what a thing here is, by way of a boat!  Do look at it. Did you ever see the like?  What queer fellows your fine painters must be, to think that anybody would venture their lives in such a shapeless old cockleshell as that?  And yet here are two gentlemen stuck up in it mightily at their ease, and looking about them at the rocks and mountains, as if they were not to be upset the next moment, which they certainly must be.  I wonder where that boat was built! /newquote I would not venture over a horsepond in it.  Well, /newquote now, where are you bound?  Can I go anywhere for you, or with you?  Can I be of any use?",Admiral Croft,[],NO MONOLOGUE,0,18,Anaphoric,he did perceive and acknowledge her
650,650,650,651,NO APPEND,"None, I thank you, unless you will give me the pleasure of your company the little way our road lies together.  I am going home.",,Admiral Croft,NO MONOLOGUE,0,18,Implicit,
651,651,651,652," taking a last look at the picture, as they began to be in motion.","That I will, with all my heart, and farther, too.  Yes, yes we will have a snug walk together, and I have something to tell you as we go along.  There, take my arm; that's right; I do not feel comfortable if I have not a woman there.  Lord! what a boat it is!",Admiral Croft,[],NO MONOLOGUE,0,18,Implicit,
652,652,652,653,NO APPEND,"Did you say that you had something to tell me, sir?",,Admiral Croft,NO MONOLOGUE,0,18,Implicit,
653,653,653,654,NO APPEND,"Yes, I have, presently.  But here comes a friend, Captain Brigden; I shall only say, 'How d'ye do?' as we pass, however.  I shall not stop. 'How d'ye do?'  Brigden stares to see anybody with me but my wife. She, poor soul, is tied by the leg.  She has a blister on one of her heels, as large as a three-shilling piece.  If you look across the street, you will see Admiral Brand coming down and his brother.  Shabby fellows, both of them!  I am glad they are not on this side of the way. Sophy cannot bear them.  They played me a pitiful trick once: got away with some of my best men.  I will tell you the whole story another time.  There comes old Sir Archibald Drew and his grandson.  Look, he sees us; he kisses his hand to you; he takes you for my wife.  Ah! the peace has come too soon for that younker.  Poor old Sir Archibald!  How do you like Bath, Miss Elliot?  It suits us very well.  We are always meeting with some old friend or other; the streets full of them every morning; sure to have plenty of chat; and then we get away from them all, and shut ourselves in our lodgings, and draw in our chairs, and are as snug as if we were at Kellynch, ay, or as we used to be even at North Yarmouth and Deal.  We do not like our lodgings here the worse, I can tell you, for putting us in mind of those we first had at North Yarmouth.  The wind blows through one of the cupboards just in the same way.",Admiral Croft,[],NO MONOLOGUE,0,18,Implicit,
655,655,655,656,NO APPEND,"Well, now you shall hear something that will surprise you.  But first of all, you must tell me the name of the young lady I am going to talk about.  That young lady, you know, that we have all been so concerned for.  The Miss Musgrove, that all this has been happening to.  Her Christian name:  I always forget her Christian name.",Admiral Croft,"['Sir Walter Elliot', 'Anne Elliot']",NO MONOLOGUE,0,18,Anaphoric,he began
656,656,656,657,Anne had been ashamed to appear to comprehend so soon as she really did; but now she could safely suggest the name of ,Louisa.,Sir Walter Elliot,"['Anne Elliot', 'Admiral Croft']",NO MONOLOGUE,0,18,Anaphoric,he observed
657,657,657,658,NO APPEND,"Ay, ay, Miss Louisa Musgrove, that is the name.  I wish young ladies had not such a number of fine Christian names.  I should never be out if they were all Sophys, or something of that sort.  Well, this Miss Louisa, we all thought, you know, was to marry Frederick.  He was courting her week after week.  The only wonder was, what they could be waiting for, till the business at Lyme came; then, indeed, it was clear enough that they must wait till her brain was set to right.  But even then there was something odd in their way of going on.  Instead of staying at Lyme, he went off to Plymouth, and then he went off to see Edward.  When we came back from Minehead he was gone down to Edward's, and there he has been ever since.  We have seen nothing of him since November.  Even Sophy could not understand it.  But now, the matter has taken the strangest turn of all; for this young lady, the same Miss Musgrove, instead of being to marry Frederick, is to marry James Benwick.  You know James Benwick.",Admiral Croft,"['Sir Walter Elliot', 'Anne Elliot']",NO MONOLOGUE,0,18,Implicit,
658,658,658,659,NO APPEND,A little.  I am a little acquainted with Captain Benwick.,Sir Walter Elliot,"['Anne Elliot', 'Admiral Croft']",NO MONOLOGUE,0,18,Implicit,
659,659,659,660,NO APPEND,"Well, she is to marry him.  Nay, most likely they are married already, for I do not know what they should wait for.",Admiral Croft,"['Sir Walter Elliot', 'Anne Elliot']",NO MONOLOGUE,0,18,Implicit,
660,660,660,661," said Anne, ","I thought Captain Benwick a very pleasing young man, /newquote and I understand that he bears an excellent character.",Anne Elliot,"['Sir Walter Elliot', 'Admiral Croft']",NO MONOLOGUE,0,18,Explicit,said Anne
661,661,661,662,NO APPEND,"Oh! yes, yes, there is not a word to be said against James Benwick. He is only a commander, it is true, made last summer, and these are bad times for getting on, but he has not another fault that I know of.  An excellent, good-hearted fellow, I assure you; a very active, zealous officer too, which is more than you would think for, perhaps, for that soft sort of manner does not do him justice.",Admiral Croft,"['Sir Walter Elliot', 'Anne Elliot']",NO MONOLOGUE,0,18,Implicit,
662,662,662,663,NO APPEND,"Indeed you are mistaken there, sir; I should never augur want of spirit from Captain Benwick's manners.  I thought them particularly pleasing, and I will answer for it, they would generally please.",Anne Elliot,"['Sir Walter Elliot', 'Admiral Croft']",NO MONOLOGUE,0,18,Implicit,
663,663,663,664,NO APPEND,"Well, well, ladies are the best judges; but James Benwick is rather too piano for me; and though very likely it is all our partiality, Sophy and I cannot help thinking Frederick's manners better than his. There is something about Frederick more to our taste.",Admiral Croft,"['Sir Walter Elliot', 'Anne Elliot']",NO MONOLOGUE,0,18,Implicit,
665,665,665,666,NO APPEND,"And the thing is certainly true.  It is not a mere bit of gossip.  We have it from Frederick himself.  His sister had a letter from him yesterday, in which he tells us of it, and he had just had it in a letter from Harville, written upon the spot, from Uppercross.  I fancy they are all at Uppercross.",Admiral Croft,"['Sir Walter Elliot', 'Anne Elliot']",NO MONOLOGUE,0,18,Explicit,the Admiral interrupted her with
666,666,666,667,"This was an opportunity which Anne could not resist; she said, therefore, ","I hope, Admiral, I hope there is nothing in the style of Captain Wentworth's letter to make you and Mrs Croft particularly uneasy.  It did seem, last autumn, as if there were an attachment between him and Louisa Musgrove; but I hope it may be understood to have worn out on each side equally, and without violence.  I hope his letter does not breathe the spirit of an ill-used man.",Anne Elliot,"['Sir Walter Elliot', 'Admiral Croft']",NO MONOLOGUE,0,18,Anaphoric,she said
667,667,667,668,NO APPEND,"Not at all, not at all; there is not an oath or a murmur from beginning to end.",Admiral Croft,"['Sir Walter Elliot', 'Anne Elliot']",NO MONOLOGUE,0,18,Implicit,
669,669,669,670,NO APPEND,"No, no; Frederick is not a man to whine and complain; he has too much spirit for that.  If the girl likes another man better, it is very fit she should have him.",Admiral Croft,Anne Elliot,NO MONOLOGUE,0,18,Implicit,
670,670,670,671,NO APPEND,"Certainly.  But what I mean is, that I hope there is nothing in Captain Wentworth's manner of writing to make you suppose he thinks himself ill-used by his friend, which might appear, you know, without its being absolutely said.  I should be very sorry that such a friendship as has subsisted between him and Captain Benwick should be destroyed, or even wounded, by a circumstance of this sort.",Anne Elliot,Admiral Croft,NO MONOLOGUE,0,18,Implicit,
671,671,671,672,NO APPEND,"Yes, yes, I understand you.  But there is nothing at all of that nature in the letter.  He does not give the least fling at Benwick; does not so much as say, 'I wonder at it, I have a reason of my own for wondering at it.'  No, you would not guess, from his way of writing, that he had ever thought of this Miss (what's her name?) for himself. He very handsomely hopes they will be happy together; and there is nothing very unforgiving in that, I think.",Admiral Croft,Anne Elliot,NO MONOLOGUE,0,18,Implicit,
673,673,673,674, said he at last.  ,"Poor Frederick! /newquote Now he must begin all over again with somebody else.  I think we must get him to Bath.  Sophy must write, and beg him to come to Bath.  Here are pretty girls enough, I am sure.  It would be of no use to go to Uppercross again, for that other Miss Musgrove, I find, is bespoke by her cousin, the young parson.  Do not you think, Miss Elliot, we had better try to get him to Bath?",Admiral Croft,Anne Elliot,NO MONOLOGUE,0,18,Anaphoric,said he
685,685,685,686," was her answer, ","I am much obliged to you, /newquote but I am not going with them.  The carriage would not accommodate so many.  I walk:  I prefer walking.",Anne Elliot,Lady Dalrymple,NO MONOLOGUE,0,19,Anaphoric,was her answer
686,686,686,687,NO APPEND,But it rains.,Lady Dalrymple,Anne Elliot,NO MONOLOGUE,0,19,Implicit,
687,687,687,688,NO APPEND,"Oh! very little,  Nothing that I regard.",Anne Elliot,Lady Dalrymple,NO MONOLOGUE,0,19,Implicit,
688,688,688,689,After a moment's pause he said:   /newquote  (pointing to a new umbrella); ,"Though I came only yesterday, I have equipped myself properly for Bath already, you see, /newquote I wish you would make use of it, if you are determined to walk; though I think it would be more prudent to let me get you a chair.",Lady Dalrymple,Anne Elliot,NO MONOLOGUE,0,19,Anaphoric,he said
689,689,689,690,"She was very much obliged to him, but declined it all, repeating her conviction, that the rain would come to nothing at present, and adding, ","I am only waiting for Mr Elliot.  He will be here in a moment, I am sure.",Anne Elliot,Lady Dalrymple,NO MONOLOGUE,0,19,Anaphoric,She was very much obliged to him but declined it all repeating her conviction that the rain would come to nothing at present and adding
690,690,690,691,"She had hardly spoken the words when Mr Elliot walked in.  Captain Wentworth recollected him perfectly.  There was no difference between him and the man who had stood on the steps at Lyme, admiring Anne as she passed, except in the air and look and manner of the privileged relation and friend.  He came in with eagerness, appeared to see and think only of her, apologised for his stay, was grieved to have kept her waiting, and anxious to get her away without further loss of time and before the rain increased; and in another moment they walked off together, her arm under his, a gentle and embarrassed glance, and a  /newquote  being all that she had time for, as she passed away.",Good morning to you!,Lady Dalrymple,Anne Elliot,NO MONOLOGUE,0,19,Implicit,
692,692,692,693,NO APPEND,"Mr Elliot does not dislike his cousin, I fancy?",Mrs Smith,Lady Russell,NO MONOLOGUE,0,19,Anaphoric,she added
693,693,693,694,NO APPEND,"Oh! no, that is clear enough.  One can guess what will happen there. He is always with them; half lives in the family, I believe.  What a very good-looking man!",Lady Russell,Mrs Smith,NO MONOLOGUE,0,19,Explicit,said Lady Russell
695,695,695,696,NO APPEND,"She is pretty, I think; Anne Elliot; very pretty, when one comes to look at her.  It is not the fashion to say so, but I confess I admire her more than her sister.",Lady Russell,Mrs Smith,NO MONOLOGUE,0,19,Anaphoric,she added
697,697,697,698,NO APPEND,And so do I.  No comparison.  But the men are all wild after Miss Elliot.  Anne is too delicate for them.,Lady Russell,Mrs Smith,NO MONOLOGUE,0,19,Anaphoric,said she
703,703,703,704,"At last, Lady Russell drew back her head.  ","Now, how would she speak of him?",Elizabeth,[],NO MONOLOGUE,0,19,Anaphoric,said she
704,704,704,705," said she, ","You will wonder, /newquote what has been fixing my eye so long; but I was looking after some window-curtains, which Lady Alicia and Mrs Frankland were telling me of last night.  They described the drawing-room window-curtains of one of the houses on this side of the way, and this part of the street, as being the handsomest and best hung of any in Bath, but could not recollect the exact number, and I have been trying to find out which it could be; but I confess I can see no curtains hereabouts that answer their description.",,Elizabeth,NO MONOLOGUE,0,19,Anaphoric,said she
708,708,708,709, said she; ,"By all means, /newquote only tell me all about it, when you do come. Who is your party?",,[],NO MONOLOGUE,0,19,Anaphoric,said she
709,709,709,710,"Anne named them all.  Mrs Smith made no reply; but when she was leaving her said, and with an expression half serious, half arch, ","Well, I heartily wish your concert may answer; and do not fail me to-morrow if you can come; for I begin to have a foreboding that I may not have many more visits from you.",,[],NO MONOLOGUE,0,19,Anaphoric,when she was leaving her said
718,718,718,719,NO APPEND,Certainly I could have none.  But it appears--I should hope it would be a very happy match.  There are on both sides good principles and good temper.,Anne Elliot,Captain Wentworth,NO MONOLOGUE,0,20,Implicit,
719,719,719,720," said he, looking not exactly forward; ","Yes, /newquote but there, I think, ends the resemblance.  With all my soul I wish them happy, and rejoice over every circumstance in favour of it.  They have no difficulties to contend with at home, no opposition, no caprice, no delays.  The Musgroves are behaving like themselves, most honourably and kindly, only anxious with true parental hearts to promote their daughter's comfort.  All this is much, very much in favour of their happiness; more than perhaps--",Captain Wentworth,Anne Elliot,NO MONOLOGUE,0,20,Anaphoric,said he
721,721,721,722,NO APPEND,"I confess that I do think there is a disparity, too great a disparity, and in a point no less essential than mind.  I regard Louisa Musgrove as a very amiable, sweet-tempered girl, and not deficient in understanding, but Benwick is something more.  He is a clever man, a reading man; and I confess, that I do consider his attaching himself to her with some surprise.  Had it been the effect of gratitude, had he learnt to love her, because he believed her to be preferring him, it would have been another thing.  But I have no reason to suppose it so. It seems, on the contrary, to have been a perfectly spontaneous, untaught feeling on his side, and this surprises me.  A man like him, in his situation! with a heart pierced, wounded, almost broken!  Fanny Harville was a very superior creature, and his attachment to her was indeed attachment.  A man does not recover from such a devotion of the heart to such a woman.  He ought not; he does not.",Captain Wentworth,Anne Elliot,NO MONOLOGUE,0,20,Anaphoric,he proceeded
723,723,723,724,NO APPEND,"You were a good while at Lyme, I think?",Captain Wentworth,"['Anne Elliot', ', nan, ', 'Henrietta Musgrove']",NO MONOLOGUE,0,20,Anaphoric,she only deviated so far as to say
724,724,724,725,NO APPEND,"About a fortnight.  I could not leave it till Louisa's doing well was quite ascertained.  I had been too deeply concerned in the mischief to be soon at peace.  It had been my doing, solely mine.  She would not have been obstinate if I had not been weak.  The country round Lyme is very fine.  I walked and rode a great deal; and the more I saw, the more I found to admire.",,"['Captain Wentworth', 'Anne Elliot', 'Henrietta Musgrove']",NO MONOLOGUE,0,20,Implicit,
725,725,725,726, said Anne.,"I should very much like to see Lyme again,",Anne Elliot,"['Captain Wentworth', ', nan, ', 'Henrietta Musgrove']",NO MONOLOGUE,0,20,Explicit,said Anne
726,726,726,727,NO APPEND,"Indeed!  I should not have supposed that you could have found anything in Lyme to inspire such a feeling.  The horror and distress you were involved in, the stretch of mind, the wear of spirits!  I should have thought your last impressions of Lyme must have been strong disgust.",,"['Captain Wentworth', 'Anne Elliot', 'Henrietta Musgrove']",NO MONOLOGUE,0,20,Implicit,
727,727,727,728," replied Anne;  /newquote  (with a faint blush at some recollections), ","The last hours were certainly very painful, /newquote but when pain is over, the remembrance of it often becomes a pleasure.  One does not love a place the less for having suffered in it, unless it has been all suffering, nothing but suffering, which was by no means the case at Lyme.  We were only in anxiety and distress during the last two hours, and previously there had been a great deal of enjoyment.  So much novelty and beauty! I have travelled so little, that every fresh place would be interesting to me; but there is real beauty at Lyme; and in short /newquote altogether my impressions of the place are very agreeable.",Anne Elliot,"['Captain Wentworth', ', nan, ', 'Henrietta Musgrove']",NO MONOLOGUE,0,20,Explicit,replied Anne
729,729,729,730,"The delightful emotions were a little subdued, when on stepping back from the group, to be joined again by Captain Wentworth, she saw that he was gone.  She was just in time to see him turn into the Concert Room.  He was gone; he had disappeared, she felt a moment's regret. But ","they should meet again.  He would look for her, he would find her out before the evening were over, and at present, perhaps, it was as well to be asunder.  She was in need of a little interval for recollection.",Henrietta Musgrove,"['Captain Wentworth', 'Anne Elliot', ', nan]']",NO MONOLOGUE,0,20,Explicit,Henrietta suddenly began again with
741,741,741,742," said Mr Elliot, speaking low, ","Perhaps, /newquote I have had a longer acquaintance with your character than you are aware of.",William Walter Elliot,[],NO MONOLOGUE,0,20,Explicit,said Mr Elliot
742,742,742,743,NO APPEND,"Indeed!  How so?  You can have been acquainted with it only since I came to Bath, excepting as you might hear me previously spoken of in my own family.",,William Walter Elliot,NO MONOLOGUE,0,20,Implicit,
743,743,743,744,NO APPEND,"I knew you by report long before you came to Bath.  I had heard you described by those who knew you intimately.  I have been acquainted with you by character many years.  Your person, your disposition, accomplishments, manner; they were all present to me.",William Walter Elliot,[],NO MONOLOGUE,0,20,Implicit,
745,745,745,746,NO APPEND,"No, no, some time or other, perhaps, but not now.  He would mention no names now; but such, he could assure her, had been the fact.  He had many years ago received such a description of Miss Anne Elliot as had inspired him with the highest idea of her merit, and excited the warmest curiosity to know her.",Mrs Smith,Anne Elliot,NO MONOLOGUE,0,20,Anaphoric,she continued
747,747,747,748," said he, ","The name of Anne Elliot, /newquote has long had an interesting sound to me.  Very long has it possessed a charm over my fancy; and, if I dared, I would breathe my wishes that the name might never change.",Mrs Smith,Anne Elliot,NO MONOLOGUE,0,20,Anaphoric,said he
759,759,759,760,"A few minutes, though as few as possible, were inevitably consumed; and when her own mistress again, when able to turn and look as she had done before, she found herself accosted by Captain Wentworth, in a reserved yet hurried sort of farewell.  ",He must wish her good night; he was going; he should get home as fast as he could.,Henrietta Musgrove,Anne Elliot,NO MONOLOGUE,0,20,Explicit,Henrietta suddenly began again with
760,760,760,761," said Anne, suddenly struck by an idea which made her yet more anxious to be encouraging.",Is not this song worth staying for?,Anne Elliot,Henrietta Musgrove,NO MONOLOGUE,0,20,Explicit,said Anne
761,761,761,762," he replied impressively,  /newquote  and he was gone directly.",No! /newquote there is nothing worth my staying for;,Henrietta Musgrove,Anne Elliot,NO MONOLOGUE,0,20,Anaphoric,she cried
769,769,769,770," said she, ","The little Durands were there, I conclude, /newquote with their mouths open to catch the music, like unfledged sparrows ready to be fed.  They never miss a concert.",Mrs Smith,Anne Elliot,NO MONOLOGUE,0,21,Anaphoric,said she
770,770,770,771,NO APPEND,"Yes; I did not see them myself, but I heard Mr Elliot say they were in the room.",Anne Elliot,Mrs Smith,NO MONOLOGUE,0,21,Implicit,
771,771,771,772,NO APPEND,"The Ibbotsons, were they there? and the two new beauties, with the tall Irish officer, who is talked of for one of them.",Mrs Smith,Anne Elliot,NO MONOLOGUE,0,21,Implicit,
772,772,772,773,NO APPEND,I do not know.  I do not think they were.,Anne Elliot,Mrs Smith,NO MONOLOGUE,0,21,Implicit,
